Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Lumendo,HEALTHCARE,MedTech,B2B,"Healthtech, SaaS, TypeScript",2022,2.54M CHF,Undisclosed,Series A,,Switzerland,,,,,
INERGIO,Unknown,,Unknown,,2022,1.25M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
EraCal,HEALTHCARE,Drug Discovery,Unknown,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Scailyte,HEALTHCARE,Biotech,Unknown,"Biotech, IoT, Venture Capital",2022,,Series A,Series A,,Switzerland,,,,,
Adiposs,HEALTHCARE,Drug Discovery,B2B,"Healthtech, Manufacturing",2022,1.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
QualySense,AI/ML,Analytics,B2B,TypeScript,2022,2.5M USD,Undisclosed,Series A,,Switzerland,,,,,
Novel,SOFTWARE,SaaS,B2B,SaaS,2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Klepsydra,SOFTWARE,AI/ML,B2B,TypeScript,2021,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Xsensio,SOFTWARE,SaaS,B2B,SaaS,2021,4.2M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Kandou,AI/ML,AI/ML,B2B,,2021,75.0M USD,Series D,Growth,,Switzerland,,,,,
Bottneuro,Unknown,,Unknown,Healthtech,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nanoleq,HEALTHCARE,AI/ML,Unknown,,2021,11.5M CHF,Undisclosed,Series C,,Switzerland,,,,,
DeepJudge,SOFTWARE,SaaS,B2B,"AI, SaaS, TypeScript",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Biologics,HEALTHCARE,Drug Discovery,Unknown,"AI, Biotech, TypeScript",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Embion,AI/ML,AI/ML,B2B,,2021,4.5M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Largo,Unknown,WealthTech,Unknown,TypeScript,2021,1.1M CHF,Seed,Seed,,Switzerland,,,,,
Hylomorph,MOBILITY,Electric Vehicles,Unknown,Biotech,2021,5.2M CHF,Funding Round,Series B,Geneva Smart Invest,Switzerland,,,,,
Antefil,Unknown,Payments,Unknown,Manufacturing,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Versics,Unknown,Analytics,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Inositec,HEALTHCARE,Digital Health,Unknown,TypeScript,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, IoT",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Augmented,AI/ML,Analytics,B2B,"AR/VR, Manufacturing, Robotics",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Sevensense,AI/ML,AI/ML,B2B,"AI, Robotics, TypeScript, Venture Capital",2021,7.7M USD,Series A,Series A,,Switzerland,,,,,
TYXIT,AI/ML,AI/ML,B2C,TypeScript,2021,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Adaptricity,Unknown,,Unknown,TypeScript,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Luya,AGTECH,Biotech,B2B,"Biotech, TypeScript, Venture Capital",2021,,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,SaaS,2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Daphne,CLEANTECH,WealthTech,B2B,TypeScript,2021,,Funding Round,Early Stage,,Switzerland,,,,,
Fixposition,AI/ML,Payments,B2B,TypeScript,2021,5.95M USD,Seed,Seed,,Switzerland,,,,,
Startups,AI/ML,Drug Discovery,B2B,AI,2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Sonect,FINTECH,Electric Vehicles,B2B,Fintech,2021,4.0M EUR,Undisclosed,Series B,,Switzerland,,,,,
CO2,CLEANTECH,Climate Tech,B2B,Cleantech,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ONWARD,Unknown,,Unknown,TypeScript,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
DeepPsy,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Seervision,AI/ML,AI/ML,B2B,TypeScript,2021,3.7M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
InnoSpina,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ArcoScreen,MOBILITY,Electric Vehicles,Unknown,,2021,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Loop,HEALTHCARE,AI/ML,Unknown,"Go-to-Market, TypeScript, Venture Capital",2021,6.4M USD,Series A,Series A,,Switzerland,,,,,
Tinamu,Unknown,,Unknown,"Go-to-Market, Venture Capital",2021,2.5M CHF,Seed,Seed,Accel,Switzerland,,,,,
MindMaze,HEALTHCARE,Drug Discovery,B2B,"SaaS, TypeScript",2021,125.0M USD,Funding Round,Growth,Accel,Switzerland,,,,,
Startups,AI/ML,Electric Vehicles,B2B,Robotics,2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
B2B,SOFTWARE,Enterprise Software,B2B,AR/VR,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,"AI, AR/VR, Design Thinking",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
MATIS,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Powerwheelchair,AI/ML,AI/ML,B2B,,2021,8.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Alums,AI/ML,AI/ML,B2B,,2021,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Isochronic,INDUSTRIALS,Industrial Robotics,B2B,"Manufacturing, Robotics, TypeScript",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Exomotion,AI/ML,AI/ML,B2B,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Locatee,AI/ML,Analytics,B2B,,2021,7.7M CHF,Undisclosed,Series B,,Switzerland,,,,,
Leukemia,INDUSTRIALS,Drug Discovery,B2B,Biotech,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
BIONOMOUS,AI/ML,AI/ML,B2B,Venture Capital,2021,1.3M CHF,Seed,Seed,Nivalis Group,Switzerland,,,,,
HemostOD,AI/ML,AI/ML,B2B,,2021,1.7M CHF,Seed,Seed,,Switzerland,,,,,
VAY,Unknown,,Unknown,TypeScript,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
IDUN,Unknown,,Unknown,,2021,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Nemosia,Unknown,,Unknown,Biotech,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startup,HEALTHCARE,HealthTech,B2B,"AR/VR, Healthtech, IoT, Manufacturing",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Travel,AI/ML,AI/ML,B2B,Robotics,2021,2.2M USD,Undisclosed,Series A,,Switzerland,,,,,
Sleepiz,AI/ML,WealthTech,B2B,"TypeScript, Venture Capital",2021,4.4M CHF,Series A,Series A,,Switzerland,,,,,
ArcoScreen,MOBILITY,Drug Discovery,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
AI,HEALTHCARE,AI/ML,B2C,"AI, TypeScript",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,"AI, SaaS",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NeuroCycle,HEALTHCARE,Drug Discovery,Unknown,TypeScript,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Exnaton,SOFTWARE,SaaS,B2B,"SaaS, Venture Capital",2021,,Seed,Seed,,Switzerland,,,,,
Librec,AI/ML,AI/ML,B2B,"Mobility, TypeScript",2021,3.0M CHF,Seed,Seed,,Switzerland,,,,,
AIbased,AI/ML,AI/ML,B2B,"AI, Robotics",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ELDICO,AI/ML,AI/ML,B2B,"Go-to-Market, Manufacturing",2021,2.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Planted,AI/ML,Biotech,B2B,"Biotech, TypeScript",2021,19.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
Perovskia,AI/ML,Renewable Energy,B2B,Cleantech,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
VAY,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Altoida,AI/ML,AI/ML,B2B,AI,2021,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Analytics,Unknown,"Analytics, Cleantech, IoT",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
AgroSustain,AI/ML,AI/ML,B2B,"TypeScript, Venture Capital",2021,4.8M CHF,Series A,Series A,,Switzerland,,,,,
Zurich,Unknown,Medical Devices,Unknown,TypeScript,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Oxyle,AI/ML,AI/ML,B2B,TypeScript,2021,3.2M CHF,Funding Round,Series B,,Switzerland,,,,,
Resmonics,HEALTHCARE,Digital Health,Unknown,"Healthtech, TypeScript",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Enterprise Software,B2B,AR/VR,2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
API,FINTECH,Electric Vehicles,B2B,,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"Healthtech, SaaS",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Enerdrape,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CoatChecker,Unknown,,Unknown,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Modum,HEALTHCARE,AI/ML,Unknown,TypeScript,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,MOBILITY,Electric Vehicles,Unknown,"IoT, TypeScript",2021,15.34M USD,Undisclosed,Series C,,Switzerland,,,,,
MATIS,AI/ML,AI/ML,B2B,,2021,40.0K CHF,Undisclosed,Pre-Seed,Venture Kick,Switzerland,,,,,
Startups,HEALTHCARE,Analytics,B2C,"AI, TypeScript",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
EarlySight,AI/ML,AI/ML,B2B,,2021,2.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Abologix,HEALTHCARE,Electric Vehicles,Unknown,"Healthtech, TypeScript",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CustomSurg,Unknown,,Unknown,AR/VR,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
HAYA,HEALTHCARE,Drug Discovery,Unknown,Biotech,2021,18.0M CHF,Seed,Seed,,Switzerland,,,,,
CareerLunch,SOFTWARE,SaaS,B2B,"SaaS, TypeScript",2021,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Sleepiz,HEALTHCARE,Medical Devices,Unknown,Healthtech,2021,1.0M USD,Undisclosed,Series A,,Switzerland,,,,,
Qnami,AI/ML,AI/ML,B2B,TypeScript,2021,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
FenX,AI/ML,AI/ML,B2B,"Go-to-Market, Manufacturing, TypeScript",2021,2.7M CHF,Undisclosed,Series A,,Switzerland,,,,,
Infrared,Unknown,,Unknown,TypeScript,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Kaspar,Unknown,,Unknown,,2021,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Cybersecurity,Unknown,Biotech,Unknown,"Biotech, Cybersecurity",2021,,Funding Round,Early Stage,,Switzerland,,,,,
LifeMatrix,HEALTHCARE,Medical Devices,Unknown,"Biotech, Healthtech, TypeScript",2021,150.0K CHF,Funding Round,Seed,,Switzerland,,,,,
Scantrust,FINTECH,Crypto,B2B,"Blockchain, Logistics",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,"AI, Biotech, Robotics, SaaS",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alithea,Unknown,Biotech,Unknown,Biotech,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ONWARD,AI/ML,Drug Discovery,B2B,,2021,32.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Synendos,HEALTHCARE,Drug Discovery,Unknown,Venture Capital,2021,24.0M CHF,Series A,Series A,,Switzerland,,,,,
BioVersys,MOBILITY,Electric Vehicles,Unknown,IoT,2021,20.0M EUR,Funding Round,Series C,,Switzerland,,,,,
Calciscon,HEALTHCARE,AI/ML,Unknown,"Healthtech, TypeScript, Venture Capital",2021,2.5M CHF,Series A,Series A,,Switzerland,,,,,
IDUN,HEALTHCARE,Digital Health,Unknown,Healthtech,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Virtual,MOBILITY,Electric Vehicles,B2B,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Futurae,SOFTWARE,Biotech,B2B,"Biotech, SaaS, TypeScript",2021,5.0M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Dräger,MOBILITY,Drug Discovery,Unknown,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Mithras,AI/ML,AI/ML,B2B,TypeScript,2021,,Seed,Seed,,Switzerland,,,,,
LIDAR,HEALTHCARE,SaaS,B2B,"AI, EdTech, SaaS",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NaturLoop,AI/ML,Payments,B2B,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
David,Unknown,Analytics,Unknown,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
CompPair,AI/ML,AI/ML,B2B,Manufacturing,2021,950.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,CLEANTECH,Electric Vehicles,B2B,"AR/VR, IoT",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Planted,SOFTWARE,Biotech,B2B,"Biotech, SaaS",2021,17.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
Apiax,AI/ML,AI/ML,B2B,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
AgroSustain,AI/ML,AI/ML,B2B,"TypeScript, Venture Capital",2021,2.4M EUR,Series A,Series A,Accel,Switzerland,,,,,
SoHHytec,MOBILITY,Electric Vehicles,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Neural,AI/ML,AI/ML,B2B,"AI, TypeScript",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,HEALTHCARE,Drug Discovery,Unknown,Healthtech,2021,2.7M EUR,Undisclosed,Series A,,Switzerland,,,,,
Bloom,AI/ML,AI/ML,B2B,"Cleantech, Venture Capital",2021,3.9M EUR,Seed,Seed,,Switzerland,,,,,
RAW,AI/ML,Enterprise Software,B2B,,2021,5.5M USD,Undisclosed,Series B,,Switzerland,,,,,
Startups,FINTECH,Medical Devices,B2C,"E-Commerce, Fintech, Healthtech",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
WealthArc,AI/ML,Payments,B2B,"TypeScript, Venture Capital",2021,4.0M USD,Series A,Series A,Venture Kick,Switzerland,,,,,
TOP,CLEANTECH,WealthTech,B2B,Cleantech,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Two,AI/ML,AI/ML,B2B,,2021,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Neurosoft,MOBILITY,Medical Devices,Unknown,Biotech,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Microcaps,Unknown,,B2B,,2021,5.0M CHF,Funding Round,Series B,,Switzerland,,,,,
Startups,FINTECH,Payments,B2B,SaaS,2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
SurgeonsLab,HEALTHCARE,MedTech,Unknown,Healthtech,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Respiratory,HEALTHCARE,HealthTech,Unknown,"Healthtech, TypeScript",2021,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,AI/ML,B2B,"Biotech, Healthtech, Robotics",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AIbased,SOFTWARE,SaaS,B2B,"AI, Biotech, Cleantech, Python, SaaS",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,"AI, Biotech, Robotics",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Flyability,Unknown,,Unknown,Venture Capital,2020,7.0M EUR,Series C,Series C,,Switzerland,,,,,
Gilytics,CLEANTECH,Cloud,B2B,,2020,1.0M CHF,Seed,Seed,,Switzerland,,,,,
DePoly,AI/ML,AI/ML,B2B,,2020,1.3M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
MaxWell,INDUSTRIALS,Manufacturing,B2B,"Manufacturing, Scalable, Venture Capital",2020,4.0M CHF,Series A,Series A,,Switzerland,,,,,
MeduSoil,Unknown,,Unknown,Scalable,2020,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Miraex,Unknown,,Unknown,"IoT, TypeScript",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
XRnanotech,AI/ML,Biotech,B2B,Biotech,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
RetinAI,AI/ML,AI/ML,B2B,AI,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Lymphatica,HEALTHCARE,MedTech,Unknown,"EdTech, Healthtech, Venture Capital",2020,,Series A,Series A,,Switzerland,,,,,
Synthara,SOFTWARE,AI/ML,B2B,"AI, Biotech, Venture Capital",2020,,Seed,Seed,,Switzerland,,,,,
Miraex,INDUSTRIALS,Manufacturing,B2B,Manufacturing,2020,2.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
Terapet,HEALTHCARE,MedTech,Unknown,Healthtech,2020,500.0K EUR,Undisclosed,Series A,,Switzerland,,,,,
Comphya,HEALTHCARE,Drug Discovery,Unknown,Healthtech,2020,1.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Regenosca,Unknown,,Unknown,,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,Biotech,B2B,"AI, Biotech, Robotics, Venture Capital",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Bionomous,ROBOTICS,Industrial Robotics,B2B,Robotics,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
SEED,Unknown,,Unknown,Venture Capital,2020,1.0M CHF,Series A,Series A,,Switzerland,,,,,
Kandou,AI/ML,AI/ML,B2B,"TypeScript, Venture Capital",2020,92.3M USD,Series C,Series C,,Switzerland,,,,,
CREAL,MOBILITY,Electric Vehicles,Unknown,,2020,6.5M CHF,Funding Round,Series B,,Switzerland,,,,,
Synendos,HEALTHCARE,Drug Discovery,Unknown,Venture Capital,2020,20.0M CHF,Series A,Series A,,Switzerland,,,,,
Volkswirtschaftsstiftung,AI/ML,AI/ML,B2B,,2020,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2C,"AR/VR, SaaS, TypeScript",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
UniSieve,MOBILITY,Electric Vehicles,Unknown,Manufacturing,2020,4.6M USD,Funding Round,Series B,,Switzerland,,,,,
Online,MOBILITY,Electric Vehicles,B2B,,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
PCR,HEALTHCARE,Drug Discovery,Unknown,TypeScript,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"AR/VR, Analytics, SaaS",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
SmartHelio,AI/ML,Analytics,B2B,"AI, Cleantech",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Araris,HEALTHCARE,Drug Discovery,Unknown,"Biotech, IoT",2020,15.2M CHF,Undisclosed,Series C,,Switzerland,,,,,
Bota,ROBOTICS,Industrial Robotics,B2B,"Robotics, TypeScript",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Climeworks,MOBILITY,Payments,Unknown,,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Each,CLEANTECH,Electric Vehicles,B2B,Robotics,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TOP,AI/ML,AI/ML,B2B,,2020,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
AMAL,HEALTHCARE,Drug Discovery,Unknown,"Biotech, IoT",2020,,Undisclosed,Early Stage,,Switzerland,,,,,
CareerLunch,SOFTWARE,SaaS,B2B,"SaaS, TypeScript",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Swiss,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2020,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,B2B,"AI, Cleantech, Healthtech, IoT, Python, SaaS",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
EBAMed,MOBILITY,Electric Vehicles,Unknown,TypeScript,2020,2.4M EUR,Undisclosed,Series A,,Switzerland,,,,,
Vatorex,SOFTWARE,SaaS,B2B,SaaS,2020,1.6M EUR,Undisclosed,Series A,,Switzerland,,,,,
Voliro,AI/ML,AI/ML,B2B,Venture Capital,2020,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startup,AI/ML,AI/ML,B2B,,2020,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Polyneuron,AI/ML,AI/ML,B2B,"TypeScript, Venture Capital",2020,36.5M CHF,Series A,Series A,,Switzerland,,,,,
Dotphoton,HEALTHCARE,Biotech,Unknown,"Biotech, IoT, Venture Capital",2020,,Series A,Series A,,Switzerland,,,,,
Alums,AI/ML,AI/ML,B2B,,2020,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,TypeScript,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Climeworks,AI/ML,AI/ML,B2B,,2020,100.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
BioVersys,HEALTHCARE,MedTech,Unknown,Healthtech,2020,19.0M CHF,Funding Round,Series C,,Switzerland,,,,,
Terapets,HEALTHCARE,Drug Discovery,Unknown,"Healthtech, Logistics, TypeScript",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Tinamu,Unknown,,Unknown,,2020,1.1M CHF,Seed,Seed,UBS,Switzerland,,,,,
Scale,Unknown,,Unknown,,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"Biotech, Healthtech, TypeScript",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,Electric Vehicles,B2B,Biotech,2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Biologics,INDUSTRIALS,Drug Discovery,B2B,,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Bloom,CLEANTECH,Climate Tech,B2B,Cleantech,2020,2.9M EUR,Seed,Seed,,Switzerland,,,,,
Technis,AI/ML,AI/ML,B2B,,2020,3.2M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,Unknown,"AR/VR, Biotech, Healthtech",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,,2020,40.0K CHF,Undisclosed,Pre-Seed,Accel,Switzerland,,,,,
LogicFlow,AI/ML,Electric Vehicles,B2B,Robotics,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ELDICO,MOBILITY,Electric Vehicles,Unknown,,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Gnubiotics,AI/ML,AI/ML,B2B,"IoT, Venture Capital",2020,2.6M CHF,Series A1,Series A,,Switzerland,,,,,
Insolight,Unknown,,Unknown,Venture Capital,2020,5.0M CHF,Series A,Series A,,Switzerland,,,,,
Calciscon,AI/ML,AI/ML,B2B,Venture Capital,2020,600.0K CHF,Series A,Series A,,Switzerland,,,,,
ARTIRIA,HEALTHCARE,AI/ML,Unknown,TypeScript,2020,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Beekeeper,Unknown,,Unknown,Venture Capital,2020,10.0M USD,Series B,Series B,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"AI, Healthtech, Robotics",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Positrigo,AI/ML,Payments,B2B,"Biotech, Cleantech, TypeScript",2020,6.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Each,MOBILITY,Electric Vehicles,Unknown,"IoT, TypeScript",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
PharmaBiome,HEALTHCARE,MedTech,Unknown,Healthtech,2020,1.75M CHF,Undisclosed,Series A,,Switzerland,,,,,
Resistell,Unknown,,Unknown,,2020,2.5M EUR,Funding Round,Series A,Accel,Switzerland,,,,,
Terapet,HEALTHCARE,Medical Devices,Unknown,"Healthtech, TypeScript",2020,,Seed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, IoT, Mobility, Robotics",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,Healthtech,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Pregnolia,AI/ML,AI/ML,B2B,,2020,4.2M CHF,Undisclosed,Series B,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"AI, SaaS",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alogo,Unknown,,Unknown,,2020,,Funding Round,Early Stage,,Switzerland,,,,,
MOBBOT,AI/ML,AI/ML,B2B,,2020,2.9M CHF,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,Unknown,"AI, Healthtech",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scailyte,AI/ML,AI/ML,B2B,Venture Capital,2020,,Series A,Series A,,Switzerland,,,,,
How,AI/ML,AI/ML,B2B,TypeScript,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
CUTISS,Unknown,,Unknown,Venture Capital,2020,,Series B,Series B,,Switzerland,,,,,
IDUN,AI/ML,WealthTech,B2B,,2020,,Seed,Seed,,Switzerland,,,,,
Climeworks,AI/ML,WealthTech,B2B,,2020,73.0M CHF,Funding Round,Growth,,Switzerland,,,,,
Scandit,AI/ML,AI/ML,B2B,"AI, AR/VR",2020,80.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,B2C,"Healthtech, TypeScript",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
