job_title,mbi_profil,company,location,veroeffentlicht_am,url,quelle,Fachkompetenz_Score,Sozialkompetenz_Score,Methodenkompetenz_Score,Personalkompetenz_Score,Fachdetail_Score,FK_Waren_Produktkenntnisse,FK_Komplexe_Fertigkeiten,FK_Fremdsprachen,FK_Fuehrerschein,FK_Auslandserfahrung,FK_Vertriebserfahrung,FK_Projekterfahrung,FK_EDV_Kenntnisse,FK_Berufsausbildung,FK_Branchenerfahrung,FD_Python,FD_Java,FD_JavaScript_TypeScript,FD_CSharp,FD_SQL,FD_R_Statistik,FD_HTML_CSS,FD_PHP_Ruby_andere,FD_Cloud_AWS_Azure_GCP,FD_Docker_Kubernetes,FD_DevOps_CICD,FD_Data_Science_ML,FD_AI_KI,FD_NLP_LLM,FD_Data_Analysis_BI,FD_Data_Engineering_ETL,FD_SAP,FD_Salesforce,FD_ERP,FD_CRM,FD_MS_Office,FD_Jira_Confluence,FD_Cyber_Security,FD_Datenschutz_DSGVO,FD_UX_UI_Design,FD_API_Webentwicklung,FD_Scraping_Automatisierung,FD_Agile_Scrum,FD_Berufserfahrung_Jahre,SK_Kooperationsfaehigkeit,SK_Verhandlungsgeschick,SK_Durchsetzungsvermoegen,SK_Kritikfaehigkeit,SK_Teamfaehigkeit,SK_Hilfsbereitschaft,SK_Fairness,SK_Kundenorientierung,SK_Vorurteilsfreiheit,SK_Respekt,MK_Konzeptionelle_Staerke,MK_Effektives_Arbeiten,MK_Projektmanagement,MK_Strategieentwicklung,MK_Praesentation,MK_Selbstmanagement,MK_Moderationstechnik,MK_Koordination,MK_Kreatives_Denken,MK_Stressmanagement,PK_Ausstrahlung_Charisma,PK_Aufgeschlossenheit,PK_Unternehmerisches_Denken,PK_Menschenkenntnis,PK_Empathie,PK_Auffassungsgabe,PK_Motivation,PK_Interesse,PK_Belastbarkeit,PK_Entschlossenheit
Project Manager Consultant - ERP Automation,Technology Solution Architect,BLP Digital AG,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=dca7c518221fd765,indeed,7,2,4,2,5,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Senior Consultant (w/m/d) Projektmanagement,Transforming & Managing Digital Business,Campana & Schott Business Services GmbH,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=924588fee194ed50,indeed,7,4,4,3,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Enterprise Account Executive - EMEA,Business Development,HumanSignal,"Homeoffice in Bern, BE",,https://ch.indeed.com/viewjob?jk=d69bca12a11fcf47,indeed,6,7,6,3,8,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
Senior Engineering Specialist,Transforming & Managing Digital Business,Nestlé Nutrition,"Konolfingen, BE",,https://ch.indeed.com/viewjob?jk=ddab5f7757b6e626,indeed,8,4,8,2,2,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
"Logistik Allrounder/in und Stv. Teamleiter/in 100%, ab sofort oder nach Vereinbarung",Supply Chain & Operations Management,SwissFactory.Group AG,"Neuenegg, BE",,https://ch.indeed.com/viewjob?jk=a0cc10596c6de19e,indeed,2,2,5,6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0
NachhilfelehrerIn/TutorIn in Bern (m/w/d),Transforming & Managing Digital Business,TEACHY Education,"Hybrides Arbeiten in Bern, BE",,https://ch.indeed.com/viewjob?jk=06140b14b9dd2d7b,indeed,2,3,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
NachhilfelehrerIn/TutorIn für Natur und Technik (m/w/d),Transforming & Managing Digital Business,TEACHY Education,"Hybrides Arbeiten in Bern, BE",,https://ch.indeed.com/viewjob?jk=77151a19edb686c8,indeed,2,3,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Manager Communications Security (COMSEC/KRYPT),Digital Channel & CRM,Amministrazione federale - Dipartimento federale...,"3003 Bern, BE",,https://ch.indeed.com/viewjob?jk=609a489e1937aadc,indeed,3,3,3,2,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Communications-Security-Manager/-in (COMSEC/KRYPT),Digital Channel & CRM,Bundesverwaltung - Eidgenössisches Departement für...,"3003 Bern, BE",,https://ch.indeed.com/viewjob?jk=f9bcde58646eaeca,indeed,5,3,5,3,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
Projektleiter:in Eigenverbrauchs- und Mobilitätslösungen 70-100% (d) Arbeitsort: Bern oder Zürich,Transforming & Managing Digital Business,Smart Energy Link,"Bern, BE",,https://ch.indeed.com/viewjob?jk=b35596055768f75e,indeed,3,4,3,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
"Director Engineering, Project Delivery",Transforming & Managing Digital Business,CSL Behring,"Homeoffice in Bern, BE",,https://ch.indeed.com/viewjob?jk=5a4846d2a67ba3bb,indeed,7,6,6,4,4,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
SITE MANAGER – DACH Region,Transforming & Managing Digital Business,Kern Tunneltechnik,Schweiz,,https://ch.indeed.com/viewjob?jk=af70dd4f0119cf6b,indeed,5,4,6,1,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Zeichner EFZ Fachrichtung Architektur 60-100% (m/w),Transforming & Managing Digital Business,Halter AG,"Bern, BE",,https://ch.indeed.com/viewjob?jk=bc1aceb72ff37bed,indeed,4,3,4,3,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
IT Delivery Consultant - Junior,Transforming & Managing Digital Business,cogify ag,"Hybrides Arbeiten in Bern, BE",,https://ch.indeed.com/viewjob?jk=5ebdbaea7dafdf2f,indeed,5,2,3,4,7,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"(Senior) Research Associate/Scientist, High throughput Proteomics in Targeted Protein Degradation",Transforming & Managing Digital Business,Ridgeline Discovery GmbH,"Basel, BS",,https://ch.indeed.com/viewjob?jk=47950cc4ccf02050,indeed,6,5,7,3,4,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0
Robotics R&D Intern,Transforming & Managing Digital Business,Maus Robotics,"Basel, BS",,https://ch.indeed.com/viewjob?jk=32ffcbd565f09a69,indeed,4,1,2,2,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Associate Director, Regulatory Affairs, EMEA",Transforming & Managing Digital Business,Ultragenyx Pharmaceutical,"Basel, BS",,https://ch.indeed.com/viewjob?jk=044569d175a3f3c4,indeed,3,5,7,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1
"Senior Commissioning Manager Sisslerfeld (f/m/d), 100%",Transforming & Managing Digital Business,Bachem Holding AG,"4332 Stein AG, AG",,https://ch.indeed.com/viewjob?jk=7c9316af1bc0541d,indeed,6,4,7,1,5,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
CFO (Chief Financial Officer) - SME,Transforming & Managing Digital Business,Essence Investment AG,"Laufen, BL",,https://ch.indeed.com/viewjob?jk=ea5c5d7be2008e71,indeed,5,3,1,1,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Senior Clinical Trial Associate,Transforming & Managing Digital Business,Mirum Pharmaceuticals,"Basel, BS",,https://ch.indeed.com/viewjob?jk=f3d3863ad7a87952,indeed,4,3,7,1,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Engineering Lead - Intelligent Systems,Transforming & Managing Digital Business,AI-Future AG,"Homeoffice in 4052 Basel, BS",,https://ch.indeed.com/viewjob?jk=6989a6574599223e,indeed,3,3,4,2,12,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Traineeship Community & Operations Excellence (12 Monate),Transforming & Managing Digital Business,Working Bicycle AG,"Rheinfelden, AG",,https://ch.indeed.com/viewjob?jk=e69c180b78a1fcb6,indeed,1,3,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0
NachhilfelehrerIn/TutorIn in Basel (m/w/d),Transforming & Managing Digital Business,TEACHY Education,"Hybrides Arbeiten in Basel, BS",,https://ch.indeed.com/viewjob?jk=65766d30eab559f9,indeed,2,3,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Package Lead - Mechanical - Pharma Construction,Transforming & Managing Digital Business,PM Group,"Basel, BS",,https://ch.indeed.com/viewjob?jk=43f2b3e165badd96,indeed,4,4,2,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Quantum Founders in Life Sciences (Venture Building with QAI Ventures),Start-up & Scale-up Entrepreneurship,QAI Ventures AG,"Hybrides Arbeiten in 4144 Arlesheim, BL",,https://ch.indeed.com/viewjob?jk=715ad05c61fa24c1,indeed,4,3,3,2,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Intern MAIT Task Management 100% (all genders),Transforming & Managing Digital Business,Beyond Gravity,"Emmen, LU",,https://ch.indeed.com/viewjob?jk=f99fe8d90d046fa3,indeed,1,3,6,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
Trainee Partnermanagement 100% (w/m/d) mit Option Festanstellung,Transforming & Managing Digital Business,MOBILEZONE HOLDING AG,"6343 Rotkreuz, ZG",,https://ch.indeed.com/viewjob?jk=78e1f3d3ae4e91e9,indeed,4,2,2,4,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
Head of Hardware Onboarding & Infrastructure,Transforming & Managing Digital Business,Impossible Cloud GmbH,"Homeoffice in Zug, ZG",,https://ch.indeed.com/viewjob?jk=a11283c3254093a5,indeed,3,2,3,1,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
(Senior) Lead Asset Manager (INFRA),Transforming & Managing Digital Business,Partners Group,"6340 Baar, ZG",,https://ch.indeed.com/viewjob?jk=04b2c33805cbbb3d,indeed,5,4,5,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"Verkaufsberater/in 100%, Raum Luzern (w/m/d)",Transforming & Managing Digital Business,MOBILEZONE HOLDING AG,"6000 Luzern, LU",,https://ch.indeed.com/viewjob?jk=0a0222bfae72d276,indeed,2,2,4,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
Supply Chain Co-Founder / CCO (100 % remote) (m/f/d),Supply Chain & Operations Management,EWOR GmbH,"Homeoffice in St. Gallen, SG",,https://ch.indeed.com/viewjob?jk=f9eddd7ad88503bd,indeed,3,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Operations Manager (Returns Production),Supply Chain & Operations Management,MS Direct AG,"9320 Arbon, TG",,https://ch.indeed.com/viewjob?jk=1c99c00802f1b9e5,indeed,5,2,3,2,2,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
Projektmanager HSG Entrepreneurship (m/w/d),Start-up & Scale-up Entrepreneurship,Universität St.Gallen,"9000 St. Gallen, SG",,https://ch.indeed.com/viewjob?jk=12be00ad3391aa32,indeed,4,4,7,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
Restaurantfachperson (m/w) EFZ oder Service mit Erfahrung im Speiseservice,Transforming & Managing Digital Business,jack the pig fatzer & co. gmbh,"9000 St. Gallen, SG",,https://ch.indeed.com/viewjob?jk=bb70bc886bb2d849,indeed,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
Mitarbeiter/in Security 80-100 %,Transforming & Managing Digital Business,MS Direct AG,"9320 Arbon, TG",,https://ch.indeed.com/viewjob?jk=57751b5bf537f578,indeed,4,1,2,4,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
Betriebsmitarbeiter (a),Transforming & Managing Digital Business,MS Direct AG,"9320 Arbon, TG",,https://ch.indeed.com/viewjob?jk=72dc8cc36df49b8c,indeed,2,0,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
Kaufmännisches Praktikum,Transforming & Managing Digital Business,Privesta GmbH,"Homeoffice in 8580 Amriswil, TG",,https://ch.indeed.com/viewjob?jk=0c76ac70d7237fca,indeed,1,2,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
Quality Specialist Launch Team,Supply Chain & Operations Management,Ball Corporation,"9443 Widnau, SG",,https://ch.indeed.com/viewjob?jk=ea9ec46d9817f5c5,indeed,6,5,5,4,4,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Kundenberater:in Backoffice 80 - 100 %,Digital Channel & CRM,ASGA Pensionskasse,"9001 St. Gallen, SG",,https://ch.indeed.com/viewjob?jk=88eaa46798f9c62c,indeed,5,4,4,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PULS AND BALANCE: Dipl. Sportphysiotherapeutin / Sportphysiotherapeut 80-100%,Transforming & Managing Digital Business,Hirslanden Klinik Stephanshorn,"St. Gallen, SG",,https://ch.indeed.com/viewjob?jk=1a13fec08538e55c,indeed,2,3,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0
PULS AND BALANCE: Sportärztin / Sportarzt (a) 80-100%,Transforming & Managing Digital Business,Hirslanden Klinik Stephanshorn,"St. Gallen, SG",,https://ch.indeed.com/viewjob?jk=c51709e90e092171,indeed,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
PULS AND BALANCE: Fachärztin / Facharzt (a) für Orthopädie 60-100%,Transforming & Managing Digital Business,Hirslanden Klinik Stephanshorn,"St. Gallen, SG",,https://ch.indeed.com/viewjob?jk=58b2a977cc1ba3dd,indeed,2,2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
PhD candidate/Research Associate in the Field of Generative and Agentic AI in Organizations (m/f/d),Technology Solution Architect,Universität St.Gallen,"9000 St. Gallen, SG",,https://ch.indeed.com/viewjob?jk=149fd91ddbafed17,indeed,4,6,6,3,6,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
Senior Tech Operations Specialist (all genders),Transforming & Managing Digital Business,Distribusion Technologies GmbH,Homeoffice in Kanton St. Gallen,,https://ch.indeed.com/viewjob?jk=7384ba010ace78d3,indeed,5,3,8,2,5,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Director of Sales - Zattoo Business,Business Development,Zattoo Switzerland,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=d97070646007cb25,indeed,6,8,5,3,4,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
Office & Socialmedia Praktikum im Select Fotostudio - ab Sommer 2026,Transforming & Managing Digital Business,Select Fotostudio,"8001 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=7578c27b2dfb94c9,indeed,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Delivery Practice Manager, ProServe A2C",Transforming & Managing Digital Business,AWS EMEA SARL (Switzerland Branch) - G96,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=0019ec91c447e426,indeed,5,5,6,5,5,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1
AI Product Engineer (80–100%),Technology Solution Architect,local.ch,"8005 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=0404b9ab4024eeba,indeed,3,4,3,1,6,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Projektleiter:in Planung / Fachspezialist:in Nachweisführung,Transforming & Managing Digital Business,Stadler Rail AG,"Olten, SO",,https://ch.indeed.com/viewjob?jk=fa1c638a2d965be1,indeed,6,3,6,2,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
HVAC & Utilities Engineer DPS Growth Project 80-100% (m/f/d),Transforming & Managing Digital Business,Lonza,"Stein, AG",,https://ch.indeed.com/viewjob?jk=692f418873117a0b,indeed,4,4,4,1,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Commissioning & Start-Up Engineering Experienced Professional (f/m/d) 80 - 100%,Start-up & Scale-up Entrepreneurship,HITACHI ENERGY LTD,"5400 Baden, AG",,https://ch.indeed.com/viewjob?jk=13689a341c9da7ad,indeed,6,5,6,1,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Commissioning & Start-Up Engineering Experienced Professional (f/m/d) 80 - 100%,Start-up & Scale-up Entrepreneurship,Hitachi,"Homeoffice in Baden, AG",,https://ch.indeed.com/viewjob?jk=fb2d14346be64652,indeed,6,5,6,1,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Business Development Manager KRESS (h/f/d) – Région Suisse romande,Business Development,Positec Germany GmbH,"Lupfig, AG",,https://ch.indeed.com/viewjob?jk=d7c42113da7ef33d,indeed,3,1,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
