job_title,mbi_profil,company,location,veroeffentlicht_am,url,quelle,Fachkompetenz_Score,Sozialkompetenz_Score,Methodenkompetenz_Score,Personalkompetenz_Score,Fachdetail_Score,FK_Waren_Produktkenntnisse,FK_Komplexe_Fertigkeiten,FK_Fremdsprachen,FK_Fuehrerschein,FK_Auslandserfahrung,FK_Vertriebserfahrung,FK_Projekterfahrung,FK_EDV_Kenntnisse,FK_Berufsausbildung,FK_Branchenerfahrung,FD_Python,FD_Java,FD_JavaScript_TypeScript,FD_CSharp,FD_SQL,FD_R_Statistik,FD_HTML_CSS,FD_PHP_Ruby_andere,FD_Cloud_AWS_Azure_GCP,FD_Docker_Kubernetes,FD_DevOps_CICD,FD_Data_Science_ML,FD_AI_KI,FD_NLP_LLM,FD_Data_Analysis_BI,FD_Data_Engineering_ETL,FD_SAP,FD_Salesforce,FD_ERP,FD_CRM,FD_MS_Office,FD_Jira_Confluence,FD_Cyber_Security,FD_Datenschutz_DSGVO,FD_UX_UI_Design,FD_API_Webentwicklung,FD_Scraping_Automatisierung,FD_Agile_Scrum,FD_Berufserfahrung_Jahre,SK_Kooperationsfaehigkeit,SK_Verhandlungsgeschick,SK_Durchsetzungsvermoegen,SK_Kritikfaehigkeit,SK_Teamfaehigkeit,SK_Hilfsbereitschaft,SK_Fairness,SK_Kundenorientierung,SK_Vorurteilsfreiheit,SK_Respekt,MK_Konzeptionelle_Staerke,MK_Effektives_Arbeiten,MK_Projektmanagement,MK_Strategieentwicklung,MK_Praesentation,MK_Selbstmanagement,MK_Moderationstechnik,MK_Koordination,MK_Kreatives_Denken,MK_Stressmanagement,PK_Ausstrahlung_Charisma,PK_Aufgeschlossenheit,PK_Unternehmerisches_Denken,PK_Menschenkenntnis,PK_Empathie,PK_Auffassungsgabe,PK_Motivation,PK_Interesse,PK_Belastbarkeit,PK_Entschlossenheit
"Assistant Store Manager, HOKA - Landquart Outlet",Transforming & Managing Digital Business,Deckers Brands,"Landquart, GR",,https://ch.indeed.com/viewjob?jk=ce6d9782fa6bdef5,indeed,3,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Store Manager, HOKA - Landquart Outlet",Transforming & Managing Digital Business,Deckers Brands,"Landquart, GR",,https://ch.indeed.com/viewjob?jk=fb65d9c9d28c51fe,indeed,4,4,4,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Head of Quality Assurance (M/W/D),Supply Chain & Operations Management,Weidmann Holding AG,"Bad Ragaz, SG",,https://ch.indeed.com/viewjob?jk=36c1e7aa76f7ed36,indeed,5,6,6,3,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0
Quality Assurance Specialist (M/W/D),Supply Chain & Operations Management,Weidmann Holding AG,"Bad Ragaz, SG",,https://ch.indeed.com/viewjob?jk=155dff06da94222c,indeed,5,5,3,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Staplerfahrer:in - Zizers (m/w/d),Transforming & Managing Digital Business,Coca-Cola HBC,"Zizers, GR",,https://ch.indeed.com/viewjob?jk=16a47a9a1cd09e0b,indeed,5,4,1,2,2,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Technical Sales Specialist | Relocation to Sofia, Bulgaria with German and English (m/f/d)",Business Development,TELUS Digital,Homeoffice in Schweiz,,https://ch.indeed.com/viewjob?jk=be82c6c965c76099,indeed,5,5,7,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0
"Customer Experience Consultant | Relocation to Sofia, Bulgaria – German & English",Digital Channel & CRM,TELUS Digital,Homeoffice in Schweiz,,https://ch.indeed.com/viewjob?jk=27d41dc2d1d56893,indeed,5,5,7,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0
"Backoffice Spezialist | Relocation to Sofia, Bulgaria with German and English (m/w/d)",Transforming & Managing Digital Business,TELUS Digital,Homeoffice in Schweiz,,https://ch.indeed.com/viewjob?jk=f806586ca37f266a,indeed,4,5,5,1,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Technical Sales Specialist | Relocation to Sofia, Bulgaria (IT / EN) (m/f/d)",Business Development,TELUS Digital,Schweiz,,https://ch.indeed.com/viewjob?jk=598bbc68dc03d335,indeed,5,5,7,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0
Business Development Executive Schweiz 80-100% (m/w/d),Business Development,QUMEA AG,"Hybrides Arbeiten in 4500 Solothurn, SO",,https://ch.indeed.com/viewjob?jk=d058e8f10e2aa887,indeed,7,3,5,4,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
Associate Clinical Support Specialist Orthopaedics - Switzerland,Transforming & Managing Digital Business,Johnson & Johnson,"Zuchwil, SO",,https://ch.indeed.com/viewjob?jk=2a9fc23ee56bd16e,indeed,6,7,8,6,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1
Financial Analyst and Controller,Transforming & Managing Digital Business,Thermo Fisher Scientific,"Lengnau, BE",,https://ch.indeed.com/viewjob?jk=6a7d9d4e03e08169,indeed,3,2,8,2,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Medical Scientific Liaison Oncology (m/f/d),Transforming & Managing Digital Business,GSK,"3053 Münchenbuchsee, BE",,https://ch.indeed.com/viewjob?jk=dcfd79fd1ff9c0d1,indeed,5,6,4,3,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Betriebsmitarbeiter 50-70% (m/w/d) - Burgdorf BE,Transforming & Managing Digital Business,Compass Group,"Burgdorf, BE",,https://ch.indeed.com/viewjob?jk=b7c2abda72c0cfe5,indeed,3,2,2,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
STORE MANAGER,Transforming & Managing Digital Business,Burger King Suisse,"Biel/Bienne, BE",,https://ch.indeed.com/viewjob?jk=6166dd932d34cf24,indeed,3,5,5,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0
Proccess Engineer (m/w/d) - 80-100%,Transforming & Managing Digital Business,Jabil Circuit,"Grenchen, SO",,https://ch.indeed.com/viewjob?jk=ea485914ad1e4212,indeed,7,4,6,1,3,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
B2B Junior Account Executive,Business Development,Arrive,"Hybrides Arbeiten in 8006 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=9ec7fecf66d23107,indeed,5,4,6,7,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
Service Sales Specialist,Business Development,ABB,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=98630e90de6a1f54,indeed,5,3,7,0,3,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sales Development Representative - DoiT Cloud Intelligence, EMEA",Technology Solution Architect,DoiT,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=a26e5f67f9f27cac,indeed,6,4,7,4,6,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1
Solution Consultant - Global Accounts Finance/Life Science,Transforming & Managing Digital Business,Palo Alto Networks,"Homeoffice in Bern, BE",,https://ch.indeed.com/viewjob?jk=6cd39777597cf936,indeed,5,5,6,2,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Sales & Business Development Associate Director / Director (Peptide) m/f/d,Business Development,CordenPharma,"Homeoffice in Basel, BS",,https://ch.indeed.com/viewjob?jk=78ad154d3c37aefd,indeed,5,5,5,2,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Sales Representative,Business Development,Elanco,"Basel, BS",,https://ch.indeed.com/viewjob?jk=0a23b16cf31b56b7,indeed,4,4,7,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Director Global Communications,Digital Channel & CRM,Jet Aviation AG,"4030 Basel, BS",,https://ch.indeed.com/viewjob?jk=ca3d00de69d289b4,indeed,7,5,8,4,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0
Global Learning Experience Design Lead for Leadership and People Development,Transforming & Managing Digital Business,Roche,"Basel, BS",,https://ch.indeed.com/viewjob?jk=f2447b74561f3b57,indeed,7,7,6,4,4,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
HR Generalist,Transforming & Managing Digital Business,Drug Information Association Inc,"Hybrides Arbeiten in 4051 Basel, BS",,https://ch.indeed.com/viewjob?jk=6b01276d15407bb8,indeed,6,4,6,4,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0
Sales Engineer HVAC,Business Development,Danfoss,"Homeoffice in Frenkendorf, BL",,https://ch.indeed.com/viewjob?jk=00b44ecf999b4c50,indeed,4,4,5,4,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
"Key Account Manager Inflammation & Oncology - Launch Focus (Ost-CH & ZRH), (m/f/d)",Business Development,Boehringer Ingelheim (Schweiz) GmbH,"Basel, BS",,https://ch.indeed.com/viewjob?jk=9ee3f33ca401d801,indeed,6,6,5,3,3,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"Key Account Manager Inflammation & Oncology - Launch Focus (Romandie & TI), (m/f/d)",Business Development,Boehringer Ingelheim (Schweiz) GmbH,"Basel, BS",,https://ch.indeed.com/viewjob?jk=692a7bf12ce2fe9c,indeed,6,6,5,3,3,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"Key Account Manager Inflammation & Oncology - Launch Focus (BS, BE & Central Switzerland), (m/f/d)",Business Development,Boehringer Ingelheim (Schweiz) GmbH,"Basel, BS",,https://ch.indeed.com/viewjob?jk=09d8251d54fbdaf8,indeed,6,6,5,3,3,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"CRM Key Account Manager (Region East), (m/f/d)",Digital Channel & CRM,Boehringer Ingelheim (Schweiz) GmbH,"Basel, BS",,https://ch.indeed.com/viewjob?jk=80f23c5a2cfa4f1c,indeed,6,7,5,3,4,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
Corporate Account Manager – Luxury Hospitality - D/FR/EN,Business Development,Ecolab Inc.,"Reinach, BL",,https://ch.indeed.com/viewjob?jk=8ca24f9348a9ddce,indeed,6,7,4,3,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
Sachbearbeiter/-in Verkaufsinnendienst 80-100%,Transforming & Managing Digital Business,AMAG Group,"Buchrain, LU",,https://ch.indeed.com/viewjob?jk=35ecde7bf3ef84d8,indeed,5,3,4,2,3,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Scientific Engagement Liaison (m/f/d),Transforming & Managing Digital Business,Johnson & Johnson,"Hybrides Arbeiten in Zug, ZG",,https://ch.indeed.com/viewjob?jk=8e874930d152fa93,indeed,6,5,8,2,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
Sr. Practice Development Manager EMEA,Transforming & Managing Digital Business,Align Technology,"6343 Rotkreuz, ZG",,https://ch.indeed.com/viewjob?jk=01e0589301b0d1ec,indeed,4,5,9,2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
Sales Consultant Surgery - fixed term contract,Business Development,Johnson & Johnson,"Hybrides Arbeiten in Zug, ZG",,https://ch.indeed.com/viewjob?jk=c0b3d672a5257709,indeed,5,9,9,7,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
Medical Scientific Liaison (m/f/d),Transforming & Managing Digital Business,Johnson & Johnson,"Zug, ZG",,https://ch.indeed.com/viewjob?jk=36cc931409a7bd35,indeed,5,6,8,3,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
Medical Science Liaison (MSL) – Gastroenterology (with fluent written and spoken German),Transforming & Managing Digital Business,Johnson & Johnson,"Hybrides Arbeiten in Zug, ZG",,https://ch.indeed.com/viewjob?jk=dc31fb1e726620c1,indeed,5,6,8,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0
Manufacturing Advisory Principal - Vice President - English,Supply Chain & Operations Management,Genpact,"Zug, ZG",,https://ch.indeed.com/viewjob?jk=d71eb66d2b00199b,indeed,8,8,8,6,5,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1
Senior Product Marketing Manager Siemens SI 80-100%,Digital Channel & CRM,Siemens,"Hybrides Arbeiten in 6300 Zug, ZG",,https://ch.indeed.com/viewjob?jk=1d115e3aa62b7ade,indeed,6,4,7,3,7,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
Alliance & Ecosystem Management (AEM) Sub-Chapter Lead,Transforming & Managing Digital Business,Roche,"Zug, ZG",,https://ch.indeed.com/viewjob?jk=307564c768b0bd52,indeed,5,5,6,3,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
Sales Director – Vice President – French/ German,Business Development,Genpact,"Zug, ZG",,https://ch.indeed.com/viewjob?jk=68375c718b8bd1f3,indeed,6,7,7,3,5,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
Global BMS Lead Engineer 80-100%,Transforming & Managing Digital Business,Siemens,"Hybrides Arbeiten in 6300 Zug, ZG",,https://ch.indeed.com/viewjob?jk=47df84774dba502f,indeed,5,6,4,4,3,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
Strategic Marketing Manager - Personal Care,Digital Channel & CRM,Nouryon,"Rotkreuz, ZG",,https://ch.indeed.com/viewjob?jk=2f2f35c1b6795363,indeed,6,6,8,4,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1
"Business Unit Coordinator CHAT, Innovative Medicines (m/f/d)",Transforming & Managing Digital Business,Bristol-Myers Squibb,"6312 Steinhausen, ZG",,https://ch.indeed.com/viewjob?jk=d50ab6940e969b48,indeed,4,5,9,4,7,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1
Key Account Manager Respiratory,Business Development,AstraZeneca,"6340 Baar, ZG",,https://ch.indeed.com/viewjob?jk=3d2939d88677073e,indeed,6,4,6,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Social Media Manager JOOP! (d/m/w),Digital Channel & CRM,Holy Fashion Group,"Kreuzlingen, TG",,https://ch.indeed.com/viewjob?jk=dbe5e20d23fbc82d,indeed,5,5,7,2,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Relationship Manager External Asset Managers Markt Liechtenstein 80-100% (w/m/d),Digital Channel & CRM,LGT Gruppe Holding AG,"Vaduz, LI",,https://ch.indeed.com/viewjob?jk=ce339314f378bce5,indeed,5,6,3,4,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
Relationship Manager Private & Staff Clients 100% (w/m/d),Digital Channel & CRM,LGT Gruppe Holding AG,"Vaduz, LI",,https://ch.indeed.com/viewjob?jk=7da13afe4725591b,indeed,3,4,4,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
Trainee - Relationship Management 100% (w/m/d),Digital Channel & CRM,BENDURA BANK AG,"Gamprin-Bendern, LI",,https://ch.indeed.com/viewjob?jk=6caf8e436ddfa818,indeed,2,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0
(Senior) Relationship Manager Intermediaries Domestic Markets 80-100% (w/m/d),Digital Channel & CRM,BENDURA BANK AG,"Gamprin-Bendern, LI",,https://ch.indeed.com/viewjob?jk=b08a21ac228ebb6a,indeed,1,6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Credit Advisor Finanzierungen Liechtenstein 80-100% (w/m/d),Transforming & Managing Digital Business,LGT Gruppe Holding AG,"Vaduz, LI",,https://ch.indeed.com/viewjob?jk=994060aa82012e3a,indeed,3,4,3,5,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0
Relationship Manager Akquisition Institutional Banking,Digital Channel & CRM,Liechtensteinische Landesbank,"Vaduz, LI",,https://ch.indeed.com/viewjob?jk=96d3adcab988654a,indeed,4,4,4,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Production Manager Vulcanizing,Supply Chain & Operations Management,VAT Vakuumventile,"9469 Haag (Rheintal), SG",,https://ch.indeed.com/viewjob?jk=11c9152676ff3f12,indeed,5,7,7,2,3,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
Automatiker (Instandhaltung),Transforming & Managing Digital Business,VAT Vakuumventile,"9469 Haag (Rheintal), SG",,https://ch.indeed.com/viewjob?jk=cc4a806a6f5e4bcb,indeed,5,6,2,1,3,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
