Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Names,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage,Data_Source
Hemotune,B2B,,B2B,,2024.0,14.0M CHF,Series B2,VC Fund,,Switzerland,2024.0,Series B,,,Active,Venturekick
IMAI,HEALTHCARE,,Unknown,"AI, Healthtech",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Ikerian,AI/ML,,Unknown,AI,2024.0,8.0M USD,Series B,VC Fund,,Switzerland,2024.0,Series B,,,Active,Venturekick
Ikerian,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2024.0,6.18M USD,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
InSphero,B2B,,B2B,,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Insight,MOBILITY,,Unknown,"Mobility, Healthtech",2024.0,1.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
InterAx,HEALTHCARE,,B2B,"AI, SaaS, Biotech, IoT",2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Ionic,AI/ML,,Unknown,"AI, Analytics",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Isospec,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech",2024.0,1.9M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
KITRO,AGTECH,,Unknown,,2024.0,,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Kickfund,MOBILITY,,Unknown,"Mobility, AR/VR",2024.0,70.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Growth,,,Active,Venturekick
Kidemis,AGTECH,,Unknown,"AR/VR, AgTech",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Lichtsteiner,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2024.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Lighthouse,AI/ML,,Unknown,AI,2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Lightium,AI/ML,,Unknown,"AI, Analytics, Manufacturing",2024.0,7.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Lightium,B2B,,B2B,,2024.0,2.67M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Limula,INDUSTRIALS,,Unknown,"Biotech, IoT, Mobility, Healthtech, Manufacturing",2024.0,6.8M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Locatee,B2B,,B2B,Analytics,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Logmind,SAAS,,B2B,"SaaS, Cloud, Analytics",2024.0,,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Luya,MOBILITY,,Unknown,"AI, Mobility",2024.0,5.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Lymphatica,HEALTHCARE,,Unknown,"AI, EdTech",2024.0,17.9M EUR,Series B,VC Fund,,Switzerland,2024.0,Series B,,,Active,Venturekick
MeduSoil,HEALTHCARE,,B2B,"Biotech, IoT",2024.0,5.2M CHF,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Microcaps,INDUSTRIALS,,Unknown,"AR/VR, Manufacturing",2024.0,9.3M CHF,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
NXI,HEALTHCARE,,Unknown,AI,2024.0,3.5M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Nanoleq,HEALTHCARE,,Unknown,"Mobility, Healthtech, AR/VR",2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
NematX,INDUSTRIALS,,Unknown,Manufacturing,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Nerai,AI/ML,,Unknown,AI,2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Neural,EDUCATION,,B2B,"AI, SaaS, AR/VR, EdTech",2024.0,27.0M USD,Series B,VC Fund,,Switzerland,2024.0,Series B,,,Active,Venturekick
Neuria,HEALTHCARE,,Unknown,"AI, Healthtech",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
NovoViz,B2B,,B2B,AR/VR,2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Nunuai,AI/ML,,Unknown,AI,2024.0,2.0M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
OBaris,AI/ML,,Unknown,"AI, AR/VR, Logistics",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
ONWARD,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2024.0,50.0M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Growth,,,Active,Venturekick
ONWARD,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2024.0,20.0M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series C,,,Active,Venturekick
Octotronic,B2B,,B2B,,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Odne,HEALTHCARE,,Unknown,Healthtech,2024.0,,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Oncobit,B2B,,B2B,,2024.0,1.47M CHF,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Optiverse,AI/ML,,Unknown,AI,2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Orio,HEALTHCARE,,Unknown,"AI, Biotech, IoT",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Oxara,B2B,,B2B,AR/VR,2024.0,,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Pace,AI/ML,,Unknown,"AI, AR/VR",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Perovskia,CLEANTECH,,Unknown,"AI, Biotech, IoT, Mobility, Cleantech, AR/VR",2024.0,2.4M USD,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
RTDT,B2B,,B2B,,2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Regenosca,INDUSTRIALS,,B2B,Logistics,2024.0,1.0M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Rivia,HEALTHCARE,,Unknown,"Biotech, IoT, Mobility, Analytics",2024.0,3.0M EUR,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Rrreefs,B2B,,B2B,AR/VR,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Sallea,B2B,,B2B,,2024.0,2.6M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Scailyte,HEALTHCARE,,Unknown,"AI, Biotech, IoT",2024.0,8.0M USD,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Sensars,MOBILITY,,Unknown,"Mobility, AR/VR",2024.0,1.1M EUR,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Sentinus,B2B,,B2B,,2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Sevensense,MOBILITY,,Unknown,Mobility,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Shape,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Similarweb,B2B,,B2B,AR/VR,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Spectroplast,B2B,,B2B,,2024.0,,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Splint,B2B,,B2B,AR/VR,2024.0,2.5M CHF,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, Healthtech, Cleantech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,EDUCATION,,B2B,"SaaS, Mobility, AR/VR, EdTech",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"AI, Mobility, Cleantech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,B2B,"SaaS, Mobility, Cleantech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Biotech, IoT, Mobility, AR/VR, Logistics",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"AI, SaaS, Mobility, Healthtech, Robotics, AR/VR, Manufacturing",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,FINTECH,,Unknown,"AI, Biotech, Fintech, IoT, Mobility, Healthtech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"SaaS, Biotech, IoT, Mobility, Healthtech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"Biotech, IoT, Mobility, Cleantech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, Healthtech, AR/VR, Manufacturing",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2C,"AI, E-Commerce, IoT, Mobility, Healthtech, Robotics, AR/VR, Analytics",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Mobility, Healthtech, Robotics, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"AI, Mobility, Cleantech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Mobility, Healthtech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"IoT, Mobility, Healthtech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,EDUCATION,,Unknown,"AI, AR/VR, EdTech",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, AR/VR, Manufacturing",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"AI, IoT, Mobility, Robotics, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"SaaS, Mobility, Healthtech, Cleantech, AR/VR",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"AI, SaaS, Biotech, IoT, Mobility, AR/VR, Manufacturing",2024.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Supertext,AI/ML,,Unknown,AI,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Swiss,B2B,,B2B,AR/VR,2024.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Swiss,AGTECH,,Unknown,AR/VR,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Swiss,MOBILITY,,Unknown,"AI, Mobility, AR/VR, Analytics",2024.0,1.6M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
Swiss,FINTECH,,Unknown,"Fintech, AR/VR",2024.0,2.5M CHF,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Swiss,MOBILITY,,Unknown,"Mobility, AR/VR",2024.0,5.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series B,,,Active,Venturekick
Synple,B2B,,B2B,,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Synthara,AI/ML,,Unknown,"AI, AR/VR",2024.0,11.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series C,,,Active,Venturekick
TOP,B2B,,B2B,AR/VR,2024.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2024.0,Pre-Seed,,,Active,Venturekick
Tandem,HEALTHCARE,,Unknown,,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
TranslationX,B2B,,B2B,,2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Tune,MOBILITY,,Unknown,"Mobility, AR/VR, Cybersecurity",2024.0,1.8M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Series A,,,Active,Venturekick
ValTech,HEALTHCARE,,Unknown,"Biotech, IoT, Healthtech, AR/VR",2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
Venturelabs,B2B,,B2B,,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Viventis,MOBILITY,,Unknown,Mobility,2024.0,,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Early Stage,,,Active,Venturekick
Voliro,AI/ML,,Unknown,"AI, Robotics, Manufacturing",2024.0,12.0M USD,Series A,VC Fund,,Switzerland,2024.0,Series A,,,Active,Venturekick
Volumina,HEALTHCARE,,Unknown,Healthtech,2024.0,21.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2024.0,Series C,,,Active,Venturekick
WasteFlow,AI/ML,,Unknown,AI,2024.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
WattAnyWhere,B2B,,B2B,AR/VR,2024.0,2.2M CHF,Seed,Accelerator/Grant,,Switzerland,2024.0,Seed,,,Active,Venturekick
AIbased,MOBILITY,,Unknown,"AI, Mobility, Robotics",2023.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
AIsupported,MOBILITY,,Unknown,"AI, Mobility",2023.0,,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
ASTRA,HEALTHCARE,,Unknown,"Mobility, AR/VR",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Access,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Aerosol,AI/ML,,Unknown,"AI, AR/VR",2023.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Aesyra,B2B,,B2B,,2023.0,3.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Series B,,,Active,Venturekick
Agrinorm,MOBILITY,,Unknown,"AI, Mobility, Logistics",2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Akina,B2B,,B2B,,2023.0,1.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Almer,MOBILITY,,Unknown,"Mobility, AR/VR",2023.0,4.5M CHF,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Antefil,B2B,,B2B,AR/VR,2023.0,1.5M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Araris,B2B,,B2B,AR/VR,2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Ascento,MOBILITY,,Unknown,"Mobility, Cybersecurity",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
AtlasVR,EDUCATION,,Unknown,"AI, AR/VR, EdTech",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Avelo,MOBILITY,,Unknown,"Mobility, Healthtech",2023.0,1.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Avelo,MOBILITY,,Unknown,"Mobility, AR/VR",2023.0,1.5M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Avrios,B2B,,B2B,AR/VR,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Bearmind,AI/ML,,Unknown,"AI, AR/VR",2023.0,1.3M CHF,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
BioVersys,AI/ML,,Unknown,AI,2023.0,32.6M CHF,Series C,VC Fund,,Switzerland,2023.0,Series C,,,Active,Venturekick
Biognosys,HEALTHCARE,,Unknown,AR/VR,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Bionomous,MOBILITY,,Unknown,Mobility,2023.0,2.7M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Borobotics,INDUSTRIALS,,Unknown,"Mobility, Robotics",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Bota,B2B,,B2B,"IoT, Robotics",2023.0,2.5M USD,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
CART,INDUSTRIALS,,Unknown,"Biotech, IoT, Healthtech, AR/VR, Manufacturing",2023.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
CO2,CLEANTECH,,Unknown,Manufacturing,2023.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Calciscon,HEALTHCARE,,Unknown,"Mobility, Healthtech, AR/VR",2023.0,2.0M EUR,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Chiral,INDUSTRIALS,,Unknown,Manufacturing,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Chiral,MOBILITY,,B2B,"AI, Mobility, AR/VR, Analytics",2023.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Cleantech,CLEANTECH,,Unknown,"Cleantech, AR/VR",2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Collaborative,B2B,,B2B,AR/VR,2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
CompPair,AI/ML,,Unknown,AI,2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
CompagOs,B2B,,B2B,,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Cutaneous,HEALTHCARE,,B2B,"SaaS, Mobility, Healthtech",2023.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
DNA,HEALTHCARE,,B2B,"SaaS, Biotech, IoT, AR/VR",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
DePoly,MOBILITY,,Unknown,Mobility,2023.0,12.3M CHF,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Distalmotion,HEALTHCARE,,B2B,"AI, SaaS, Healthtech, Robotics",2023.0,150.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Growth,,,Active,Venturekick
DuraMon,B2B,,B2B,AR/VR,2023.0,1.0M CHF,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
EBAMed,AI/ML,,Unknown,"AI, AR/VR",2023.0,14.35M EUR,Series A,VC Fund,,Switzerland,2023.0,Series A,,,Active,Venturekick
Economic,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
EraCal,HEALTHCARE,,Unknown,"Mobility, Healthtech",2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Eturnity,MOBILITY,,Unknown,"Mobility, Cleantech, AR/VR",2023.0,8.0M CHF,Series A,VC Fund,,Switzerland,2023.0,Series A,,,Active,Venturekick
Eurostar,B2B,,B2B,AR/VR,2023.0,1.2M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
EverdreamSoft,MOBILITY,,Unknown,"AI, Mobility",2023.0,1.1M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Fixposition,B2B,,B2B,,2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
FluoSphera,B2B,,B2B,,2023.0,1.0M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Flyability,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Gaia,AI/ML,,Unknown,"AI, AR/VR, Manufacturing",2023.0,,Pre-Seed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Haelixa,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
HemoSystem,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
HeroSupport,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Impossible,MOBILITY,,Unknown,"Biotech, IoT, Mobility",2023.0,2.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Impossible,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Impossible,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility",2023.0,3.4M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series B,,,Active,Venturekick
InSphero,AI/ML,,Unknown,AI,2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
InSphero,HEALTHCARE,,Unknown,AR/VR,2023.0,1.5M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Inverto,B2B,,B2B,,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2023.0,Seed,,,Active,Venturekick
Investment,HEALTHCARE,,Unknown,"Biotech, IoT",2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Isospec,HEALTHCARE,,Unknown,"Biotech, IoT, AR/VR, Analytics",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Kandou,AI/ML,,Unknown,AI,2023.0,72.0M USD,Series E,VC Fund,,Switzerland,2023.0,Growth,,,Active,Venturekick
Klepsydra,AI/ML,,Unknown,"AI, AR/VR",2023.0,1.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Koa,MOBILITY,,Unknown,"AI, Mobility",2023.0,15.0M USD,Series B,VC Fund,,Switzerland,2023.0,Series B,,,Active,Venturekick
Lunaphore,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Lunaphore,HEALTHCARE,,Unknown,,2023.0,40.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Growth,,,Active,Venturekick
MIRO,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
MPC,HEALTHCARE,,Unknown,"AI, AR/VR",2023.0,1.5M CHF,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Medyria,MOBILITY,,Unknown,"Mobility, AR/VR",2023.0,3.7M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series B,,,Active,Venturekick
Metaco,FINTECH,,Unknown,Fintech,2023.0,250.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Growth,,,Active,Venturekick
Nagi,MOBILITY,,Unknown,"Biotech, IoT, Mobility",2023.0,12.4M CHF,Series A,VC Fund,,Switzerland,2023.0,Series A,,,Active,Venturekick
Neology,CLEANTECH,,Unknown,"Mobility, Cleantech, AR/VR",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
OPTIML,PROPTECH,,B2B,"AI, SaaS, AR/VR, PropTech",2023.0,1.5M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
