Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Names,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage,Data_Source
Sleepiz,AI/ML,,Unknown,"AI, AR/VR",2022.0,6.0K CHF,Series A,VC Fund,,Switzerland,2022.0,Series A,,,Active,Venturekick
SmartHelio,B2B,ANALYTICS,B2B,Analytics,2022.0,,,Accelerator,Y Combinator,Switzerland,2022.0,Seed,,,Active,Y Combinator
SmartHelio,CLEANTECH,,Unknown,"AI, Cleantech, AR/VR",2022.0,5.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
SoHHytec,CLEANTECH,,Unknown,"AI, Cleantech",2022.0,,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Solaxer,CLEANTECH,,Unknown,"Cleantech, AR/VR",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Splint,FINTECH,,Unknown,"Biotech, IoT, Mobility",2022.0,150.0K CHF,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Startup,HEALTHCARE,,B2B,"SaaS, Mobility, Healthtech, AR/VR",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,AGTECH,,Unknown,"AI, Mobility, AR/VR, PropTech",2022.0,10.0K CHF,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"AI, IoT, Mobility, Robotics, AR/VR, Analytics",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, Robotics, AR/VR, Cybersecurity",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, AR/VR, Logistics",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, Robotics, AR/VR, Analytics",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"AI, Mobility, Cleantech, Robotics, AR/VR",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,B2C,"E-Commerce, Mobility, Cleantech, AR/VR",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"AI, Mobility, Cleantech, AR/VR",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Mobility, Healthtech, Cleantech, AR/VR, Analytics",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"Mobility, Healthtech, Cleantech, AR/VR, Manufacturing",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,B2B,"AI, SaaS, Mobility, AR/VR, Analytics",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,FINTECH,,Unknown,"AI, Fintech, Mobility, AR/VR",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Mobility, Healthtech, AR/VR",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,B2B,"SaaS, IoT, Mobility, AR/VR",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"AI, SaaS, Mobility, Healthtech, AR/VR",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,B2B,"SaaS, Mobility, Cleantech, AR/VR, Cloud",2022.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"AI, Mobility, Cleantech, AR/VR, Analytics",2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Startups,CLEANTECH,,B2B,"AI, SaaS, Biotech, IoT, Mobility, Cleantech, AR/VR",2022.0,10.0K CHF,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Swiss,B2B,,B2B,,2022.0,1.5M CHF,Series A,VC Fund,,Switzerland,2022.0,Series A,,,Active,Venturekick
TYXIT,B2B,,B2B,AR/VR,2022.0,2.0M CHF,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Technology,MOBILITY,,Unknown,Mobility,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Typewise,B2B,PRODUCTIVITY,B2B,,2022.0,,,Accelerator,Y Combinator,Switzerland,2022.0,Seed,,,Active,Y Combinator
VISENSE,AI/ML,,Unknown,"AI, Manufacturing",2022.0,750.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Vatorex,HEALTHCARE,,Unknown,"AI, Biotech, IoT, AR/VR",2022.0,1.1M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Versantis,HEALTHCARE,,Unknown,"Mobility, Healthtech, AR/VR",2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Voltiris,CLEANTECH,,Unknown,"AI, Cleantech, AR/VR",2022.0,1.4M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Volumina,HEALTHCARE,,Unknown,"Mobility, Healthtech, AR/VR",2022.0,,Series A,VC Fund,,Switzerland,2022.0,Series A,,,Active,Venturekick
WattAnyWhere,MOBILITY,,Unknown,"Mobility, Cleantech, AR/VR",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
WattAnyWhere,CLEANTECH,,Unknown,"Biotech, IoT, Mobility, Cleantech, AR/VR",2022.0,1.3M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Yasai,AGTECH,,Unknown,"AI, Logistics",2022.0,1.4M EUR,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Years,B2B,,B2B,AR/VR,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Younergy,CLEANTECH,,Unknown,"AI, Cleantech, AR/VR",2022.0,7.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Zaphiro,B2B,,B2B,AR/VR,2022.0,6.4M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Zippsafe,B2B,,B2B,AR/VR,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
AI,HEALTHCARE,,B2C,"AI, E-Commerce, Mobility, Healthtech, AR/VR",2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
AIbased,AI/ML,,Unknown,"AI, Robotics",2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
AIbased,CLEANTECH,,B2B,"AI, SaaS, Biotech, IoT, Mobility, Cleantech, AR/VR",2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
API,FINTECH,,Unknown,"Mobility, AR/VR",2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Abologix,MOBILITY,,Unknown,"Mobility, Healthtech, AR/VR",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Adaptricity,B2B,,B2B,,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Adaptyv,HEALTHCARE,DRUG DISCOVERY AND DELIVERY,Unknown,Logistics,2021.0,,,Accelerator,Y Combinator,Switzerland,2021.0,Seed,,,Active,Y Combinator
AgroSustain,MOBILITY,,Unknown,"AI, Mobility",2021.0,4.8M CHF,Series A,VC Fund,,Switzerland,2021.0,Series A,,,Active,Venturekick
AgroSustain,AI/ML,,Unknown,AI,2021.0,2.4M EUR,Series A,VC Fund,,Switzerland,2021.0,Series A,,,Active,Venturekick
Alithea,HEALTHCARE,,B2B,"Biotech, IoT",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Altoida,AI/ML,,Unknown,"AI, AR/VR",2021.0,,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Alums,B2B,,B2B,AR/VR,2021.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Antefil,INDUSTRIALS,,Unknown,Manufacturing,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Apiax,AI/ML,,Unknown,"AI, AR/VR",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
ArcoScreen,MOBILITY,,Unknown,"Mobility, AR/VR",2021.0,1.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
ArcoScreen,MOBILITY,,Unknown,"Mobility, AR/VR",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Augmented,AI/ML,,Unknown,"AI, Robotics, AR/VR, Analytics, Manufacturing",2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
B2B,MOBILITY,,Unknown,"Mobility, AR/VR, Analytics",2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
BIONOMOUS,AI/ML,,Unknown,AI,2021.0,1.3M CHF,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
BioVersys,MOBILITY,,Unknown,"IoT, Mobility, AR/VR",2021.0,15.34M USD,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series C,,,Active,Venturekick
BioVersys,MOBILITY,,Unknown,"IoT, Mobility",2021.0,20.0M EUR,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Series C,,,Active,Venturekick
BioVersys,HEALTHCARE,,Unknown,Healthtech,2021.0,2.7M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
Biologics,HEALTHCARE,,Unknown,"AI, AR/VR, EdTech",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Bloom,CLEANTECH,,Unknown,"AI, Cleantech",2021.0,3.9M EUR,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Bottneuro,HEALTHCARE,,Unknown,Healthtech,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
CO2,CLEANTECH,,Unknown,"Mobility, AR/VR",2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Calciscon,HEALTHCARE,,Unknown,"AI, Healthtech",2021.0,2.5M CHF,Series A,VC Fund,,Switzerland,2021.0,Series A,,,Active,Venturekick
CareerLunch,SAAS,,B2B,"SaaS, AR/VR",2021.0,1.1M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
CoatChecker,B2B,,B2B,,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
CompPair,AI/ML,,Unknown,"AI, Manufacturing",2021.0,950.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
CustomSurg,B2B,,B2B,AR/VR,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Cybersecurity,HEALTHCARE,,Unknown,"Biotech, IoT, Cybersecurity, Analytics",2021.0,,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Daphne,CLEANTECH,,Unknown,"Cleantech, AR/VR",2021.0,,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
David,B2B,,B2B,"AR/VR, Analytics",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
DeepJudge,SAAS,,B2B,"AI, SaaS",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
DeepPsy,B2B,,B2B,,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Dräger,MOBILITY,,Unknown,"Mobility, Healthtech, AR/VR",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
ELDICO,AI/ML,,Unknown,"AI, AR/VR, Manufacturing",2021.0,2.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
EarlySight,AI/ML,,Unknown,"AI, AR/VR",2021.0,2.3M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
Embion,AI/ML,,Unknown,AI,2021.0,4.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
Enerdrape,B2B,,B2B,AR/VR,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Exnaton,CLEANTECH,,B2B,"SaaS, Mobility, Cleantech",2021.0,,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Exomotion,AI/ML,,Unknown,AI,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
FenX,AI/ML,,Unknown,"AI, AR/VR, Manufacturing",2021.0,2.7M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
Fixposition,AI/ML,,Unknown,AI,2021.0,5.95M USD,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Futurae,HEALTHCARE,,B2B,"AI, SaaS, Biotech, IoT, Mobility",2021.0,5.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
HAYA,HEALTHCARE,,Unknown,"AI, Biotech, IoT, AR/VR",2021.0,18.0M CHF,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
HemostOD,AI/ML,,Unknown,AI,2021.0,1.7M CHF,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Hylomorph,MOBILITY,,Unknown,"Biotech, IoT, Mobility, AR/VR",2021.0,5.2M CHF,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
IDUN,B2B,,B2B,AR/VR,2021.0,2.0M CHF,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
IDUN,HEALTHCARE,,Unknown,Healthtech,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Infrared,B2B,,B2B,AR/VR,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
InnoSpina,B2B,,B2B,,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Inositec,HEALTHCARE,,Unknown,AR/VR,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Isochronic,INDUSTRIALS,,Unknown,"Robotics, Manufacturing",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Kandou,AI/ML,,Unknown,AI,2021.0,75.0M USD,Series D,VC Fund,,Switzerland,2021.0,Growth,,,Active,Venturekick
Kaspar,B2B,,B2B,AR/VR,2021.0,,Pre-Seed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Klepsydra,AI/ML,,Unknown,"AI, AR/VR",2021.0,1.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
LIDAR,HEALTHCARE,,B2B,"AI, SaaS, Mobility, Healthtech, AR/VR, EdTech",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Largo,B2B,,B2B,AR/VR,2021.0,1.1M CHF,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Leukemia,INDUSTRIALS,,Unknown,"Biotech, IoT, Mobility, AR/VR",2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Librec,MOBILITY,,Unknown,"AI, Mobility, AR/VR",2021.0,3.0M CHF,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
LifeMatrix,MOBILITY,,Unknown,"Biotech, IoT, Mobility, Healthtech",2021.0,150.0K CHF,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Lightly,B2B,"ENGINEERING, PRODUCT AND DESIGN",B2B,,2021.0,,,Accelerator,Y Combinator,Switzerland,2021.0,Seed,,,Active,Y Combinator
Locatee,AI/ML,,Unknown,"AI, AR/VR, Analytics",2021.0,7.7M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
Loop,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR",2021.0,6.4M USD,Series A,VC Fund,,Switzerland,2021.0,Series A,,,Active,Venturekick
Luya,AGTECH,,Unknown,"Biotech, IoT",2021.0,,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
MATIS,B2B,,B2B,AR/VR,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
MATIS,B2B,,B2B,,2021.0,40.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Microcaps,B2B,,B2B,,2021.0,5.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
MindMaze,HEALTHCARE,,B2B,SaaS,2021.0,125.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Growth,,,Active,Venturekick
Mithras,CLEANTECH,,Unknown,"AI, Cleantech",2021.0,,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Modum,HEALTHCARE,,Unknown,"AI, AR/VR",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Nanoleq,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2021.0,11.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series C,,,Active,Venturekick
NaturLoop,AI/ML,,Unknown,AI,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Nemosia,HEALTHCARE,,B2B,"Biotech, IoT, AR/VR",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Neural,EDUCATION,,Unknown,"AI, AR/VR, EdTech",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
NeuroCycle,HEALTHCARE,,Unknown,AI,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Neurosoft,MOBILITY,,Unknown,"Biotech, IoT, Mobility",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Novel,MOBILITY,,B2B,"SaaS, Mobility, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
ONWARD,B2B,,B2B,AR/VR,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
ONWARD,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR",2021.0,32.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Growth,,,Active,Venturekick
Oxyle,MOBILITY,,Unknown,"AI, Mobility",2021.0,3.2M CHF,Funding Round,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
Perovskia,CLEANTECH,,Unknown,"Biotech, IoT, Mobility, Cleantech, AR/VR",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Planted,HEALTHCARE,,Unknown,"AI, Biotech, IoT",2021.0,19.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series C,,,Active,Venturekick
Planted,AGTECH,,B2B,"AI, SaaS, Biotech, IoT",2021.0,17.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series C,,,Active,Venturekick
Powerwheelchair,AI/ML,,Unknown,AI,2021.0,8.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
Qnami,AI/ML,,Unknown,AI,2021.0,4.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
RAW,AI/ML,,Unknown,"AI, Analytics",2021.0,5.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
Resmonics,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Respiratory,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2021.0,,Pre-Seed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Scantrust,FINTECH,,Unknown,"AI, Fintech, AR/VR, Logistics",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Seervision,MOBILITY,,Unknown,"AI, Mobility, AR/VR",2021.0,3.7M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
Series,HEALTHCARE,,Unknown,"AI, Biotech, IoT",2021.0,6.1M CHF,Series A,VC Fund,,Switzerland,2021.0,Series A,,,Active,Venturekick
Sevensense,MOBILITY,,Unknown,"AI, Mobility, Robotics",2021.0,7.7M USD,Series A,VC Fund,,Switzerland,2021.0,Series A,,,Active,Venturekick
Sleepiz,AI/ML,,Unknown,AI,2021.0,4.4M CHF,Series A,VC Fund,,Switzerland,2021.0,Series A,,,Active,Venturekick
Sleepiz,HEALTHCARE,,Unknown,,2021.0,1.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
SoHHytec,MOBILITY,,Unknown,Mobility,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Sonect,FINTECH,,Unknown,"Fintech, Mobility, AR/VR",2021.0,4.0M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
Startup,HEALTHCARE,,Unknown,"IoT, Mobility, Healthtech, AR/VR, Analytics, Manufacturing",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"AI, IoT, Mobility, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"SaaS, Mobility, Healthtech, AR/VR, Cloud",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,INDUSTRIALS,,Unknown,"Biotech, IoT, Mobility, Robotics, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"AI, Mobility, AR/VR, Analytics",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"AI, SaaS, Biotech, IoT, Mobility, Healthtech, Cleantech, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"IoT, Mobility, Healthtech, AR/VR, Analytics",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Mobility, Healthtech, AR/VR, Analytics",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"SaaS, Mobility, Healthtech, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2C,"AI, E-Commerce, Mobility, Healthtech, AR/VR, Analytics",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,AGTECH,,B2B,"AI, SaaS, Biotech, IoT, Mobility, Robotics, AR/VR, AgTech",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"IoT, Mobility, Cleantech, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,FINTECH,,B2C,"AI, E-Commerce, Mobility, Healthtech, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
Startups,FINTECH,,B2B,"SaaS, Mobility, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
