Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
COVID19,HEALTHCARE,Digital Health,Unknown,Healthtech,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Wulf,CLEANTECH,,Unknown,,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
STIMITs,HEALTHCARE,Digital Health,Unknown,Healthtech,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Great,Unknown,,Unknown,AR/VR,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,,Unknown,"AI, Healthtech, Cleantech, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Digital Health,Unknown,"IoT, Healthtech, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TOP,AI/ML,AI/ML,Unknown,AI,2020,25.0M USD,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
Skypull,Unknown,,Unknown,,2020,,Funding Round,Early Stage,,Switzerland,,,,,
Alumn,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,550.0K CHF,Seed,Seed,,Switzerland,,,,,
Three,Unknown,,Unknown,AR/VR,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TOP,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,23.0M CHF,Series C,Series C,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
Startups,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,,Unknown,"AI, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Two,CLEANTECH,Energy,Unknown,"Healthtech, Cleantech, AR/VR",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Three,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, Robotics, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Exit,HEALTHCARE,MedTech,Unknown,Robotics,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
