Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
DuraMon,Unknown,,Unknown,AR/VR,2023,1.0M CHF,Seed,Seed,,Switzerland,,,,,
Isospec,HEALTHCARE,Biotech,Unknown,"Biotech, IoT, AR/VR",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Almer,MOBILITY,Electric Vehicles,Unknown,AR/VR,2023,4.5M CHF,Seed,Seed,,Switzerland,,,,,
EBAMed,AI/ML,AI/ML,Unknown,"AI, AR/VR",2023,14.35M EUR,Series A,Series A,,Switzerland,,,,,
DePoly,MOBILITY,Electric Vehicles,Unknown,,2023,12.3M CHF,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,Unknown,"AI, Healthtech, Robotics, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TreaTech,CLEANTECH,Energy,Unknown,Cleantech,2023,9.0M CHF,Series A,Series A,,Switzerland,,,,,
Lunaphore,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Tinamu,AEROSPACE,,Unknown,,2023,1.0M CHF,Funding Round,Series A,,Switzerland,,,,,
Seervision,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Eturnity,SOFTWARE,,Unknown,"Cleantech, AR/VR",2023,8.0M CHF,Series A,Series A,,Switzerland,,,,,
SolidWatts,AI/ML,AI/ML,Unknown,"AI, Cleantech",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
SWISSto12s,AEROSPACE,,Unknown,AR/VR,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Impossible,AI/ML,AI/ML,Unknown,AI,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Antefil,Unknown,,Unknown,AR/VR,2023,1.5M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Metaco,FINTECH,Crypto,B2B,Fintech,2023,250.0M USD,Undisclosed,Growth,,Switzerland,,,,,
CO2,CLEANTECH,Climate Tech,Unknown,,2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
OPTIML,SOFTWARE,SaaS,B2B,"AI, SaaS, AR/VR",2023,1.5M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,AR/VR,2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Klepsydra,SOFTWARE,,Unknown,"AI, AR/VR",2023,1.0M CHF,Funding Round,Series A,,Switzerland,,,,,
Eurostar,Unknown,,Unknown,AR/VR,2023,1.2M EUR,Undisclosed,Series A,,Switzerland,,,,,
Neology,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
UniSieve,CLEANTECH,Climate Tech,Unknown,"Cleantech, AR/VR",2023,5.5M USD,Undisclosed,Series B,,Switzerland,,,,,
Distalmotion,HEALTHCARE,,B2B,"AI, SaaS, Healthtech, Robotics",2023,150.0M USD,Undisclosed,Growth,,Switzerland,,,,,
AIsupported,AI/ML,AI/ML,Unknown,AI,2023,,Seed,Seed,,Switzerland,,,,,
SynSense,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Araris,Unknown,,Unknown,AR/VR,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Plantbased,AGTECH,,Unknown,AR/VR,2023,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Chiral,AI/ML,,Unknown,"AI, Biotech, AR/VR",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,,Unknown,"IoT, Cleantech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Impossible,AI/ML,AI/ML,Unknown,"AI, Biotech",2023,3.4M CHF,Undisclosed,Series B,,Switzerland,,,,,
Agrinorm,AI/ML,AI/ML,B2B,AI,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
ASTRA,HEALTHCARE,Pharma,Unknown,"Biotech, AR/VR",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
InSphero,AI/ML,AI/ML,Unknown,AI,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Vamoz,Unknown,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
HemoSystem,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Lunaphore,HEALTHCARE,MedTech,Unknown,Healthtech,2023,40.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
SynSense,AI/ML,AI/ML,Unknown,"AI, IoT, AR/VR",2023,10.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,Unknown,"IoT, Cleantech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Cleantech,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2023,,Funding Round,Early Stage,,Switzerland,,,,,
Flyability,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,Unknown,"AI, Healthtech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Therapeutics,HEALTHCARE,Pharma,Unknown,"AI, Biotech",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Robotics,AI/ML,AI/ML,Unknown,"AI, Robotics, AR/VR",2023,1.2M CHF,Seed,Seed,,Switzerland,,,,,
Bearmind,AI/ML,AI/ML,Unknown,"AI, AR/VR",2023,1.3M CHF,Seed,Seed,,Switzerland,,,,,
EverdreamSoft,AI/ML,AI/ML,Unknown,AI,2023,1.1M USD,Undisclosed,Series A,,Switzerland,,,,,
FluoSphera,Unknown,,Unknown,,2023,1.0M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Tandem,HEALTHCARE,Pharma,Unknown,"AI, Biotech",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Zurich,CLEANTECH,Energy,Unknown,"Cleantech, Robotics, AR/VR",2023,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Recolony,MOBILITY,Electric Vehicles,Unknown,AR/VR,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Unisers,MOBILITY,Electric Vehicles,Unknown,,2023,14.0M USD,Undisclosed,Series C,,Switzerland,,,,,
AtlasVR,AI/ML,AI/ML,Unknown,"AI, AR/VR",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
EraCal,HEALTHCARE,,Unknown,Healthtech,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,CLEANTECH,Climate Tech,Unknown,AR/VR,2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Xsensio,Unknown,,Unknown,,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Swiss,Unknown,,Unknown,AR/VR,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
YASAI,AI/ML,AI/ML,Unknown,AI,2023,,Funding Round,Early Stage,,Switzerland,,,,,
DNA,SOFTWARE,SaaS,B2B,"SaaS, Biotech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InSphero,HEALTHCARE,Pharma,Unknown,AR/VR,2023,1.5M EUR,Undisclosed,Series A,,Switzerland,,,,,
Bionomous,MOBILITY,Electric Vehicles,Unknown,,2023,2.7M USD,Undisclosed,Series A,,Switzerland,,,,,
Startups,HEALTHCARE,Biotech,Unknown,"Healthtech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Medyria,MOBILITY,Electric Vehicles,Unknown,"Healthtech, AR/VR",2023,3.7M CHF,Undisclosed,Series B,,Switzerland,,,,,
Calciscon,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2023,2.0M EUR,Funding Round,Series A,,Switzerland,,,,,
MPC,HEALTHCARE,Pharma,Unknown,"AI, Biotech, AR/VR",2023,1.5M CHF,Seed,Seed,,Switzerland,,,,,
Avrios,Unknown,,Unknown,AR/VR,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,AI/ML,AI/ML,Unknown,AI,2023,32.6M CHF,Series C,Series C,,Switzerland,,,,,
Biognosys,HEALTHCARE,Pharma,Unknown,AR/VR,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Fixposition,Unknown,,Unknown,,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, Healthtech, AR/VR",2022,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Flybotix,AEROSPACE,,Unknown,,2022,5.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
RD,AI/ML,AI/ML,Unknown,"AI, IoT",2022,10.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
NexMR,MOBILITY,Electric Vehicles,Unknown,Biotech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Voltiris,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2022,1.4M CHF,Undisclosed,Series A,,Switzerland,,,,,
Rhovica,MOBILITY,Electric Vehicles,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Resistell,HEALTHCARE,,Unknown,"AI, IoT, Healthtech",2022,8.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Zaphiro,Unknown,,Unknown,AR/VR,2022,6.4M CHF,Undisclosed,Series B,,Switzerland,,,,,
SmartHelio,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2022,5.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Bottneuro,MOBILITY,Electric Vehicles,Unknown,,2022,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Oxyle,Unknown,,Unknown,,2022,3.0M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Daphne,AI/ML,AI/ML,Unknown,"AI, Cleantech",2022,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Younergy,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2022,7.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Insolight,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2022,4.85M CHF,Undisclosed,Series B,,Switzerland,,,,,
MinWave,MOBILITY,Electric Vehicles,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Depsys,CLEANTECH,Energy,Unknown,Cleantech,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
NXI,HEALTHCARE,Pharma,Unknown,"Biotech, AR/VR",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Celebrating,Unknown,,Unknown,AR/VR,2022,,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,Unknown,"AI, IoT, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,,Unknown,"AI, Robotics, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
School,SOFTWARE,,Unknown,AI,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Years,Unknown,,Unknown,AR/VR,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
ASPIVIX,Unknown,,Unknown,AR/VR,2022,5.0M USD,Series A+,Series A,,Switzerland,,,,,
Beekeeper,AI/ML,AI/ML,Unknown,AI,2022,50.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Akina,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2022,1.6M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Positrigo,AI/ML,AI/ML,Unknown,AI,2022,5.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Simon,HEALTHCARE,,Unknown,AI,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Sleepiz,Unknown,,Unknown,AR/VR,2022,800.0K EUR,Funding Round,Series A,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, Biotech, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TYXIT,Unknown,,Unknown,AR/VR,2022,2.0M CHF,Seed,Seed,,Switzerland,,,,,
WattAnyWhere,MOBILITY,Electric Vehicles,Unknown,"Cleantech, AR/VR",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Swiss,Unknown,,Unknown,,2022,1.5M CHF,Series A,Series A,,Switzerland,,,,,
Ocumeda,Unknown,,Unknown,AR/VR,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
AMC,SOFTWARE,SaaS,B2B,SaaS,2022,10.0M CHF,Funding Round,Series C,,Switzerland,,,,,
ERP,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
OVOMIND,AI/ML,AI/ML,Unknown,AI,2022,1.6M USD,Funding Round,Series A,,Switzerland,,,,,
Splint,FINTECH,,Unknown,Biotech,2022,150.0K CHF,Funding Round,Seed,,Switzerland,,,,,
Going,CLEANTECH,,Unknown,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Aukera,HEALTHCARE,Pharma,Unknown,Biotech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Correntics,AI/ML,AI/ML,B2B,"AI, Cleantech",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Vatorex,AI/ML,AI/ML,Unknown,"AI, Biotech, AR/VR",2022,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Exnaton,CLEANTECH,Energy,Unknown,Cleantech,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Volumina,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2022,,Series A,Series A,,Switzerland,,,,,
Araris,HEALTHCARE,Biotech,Unknown,"Biotech, IoT, AR/VR",2022,24.0M USD,Funding Round,Series C,,Switzerland,,,,,
Cultivated,AI/ML,AI/ML,Unknown,"AI, Biotech",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Alums,Unknown,,Unknown,AR/VR,2022,,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
Drug,SOFTWARE,SaaS,B2B,"AI, SaaS, Biotech, AR/VR",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Edtech,AI/ML,AI/ML,Unknown,"AI, Biotech, AR/VR",2022,1.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Solaxer,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, Robotics, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, Cleantech, Robotics, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scailyte,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,6.0M CHF,Series A,Series A,,Switzerland,,,,,
Composite,Unknown,,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nanolive,Unknown,,Unknown,,2022,2.2M USD,Series C,Series C,,Switzerland,,,,,
Avelo,HEALTHCARE,,B2B,Healthtech,2022,2.2M CHF,Funding Round,Series A,,Switzerland,,,,,
Versantis,HEALTHCARE,Digital Health,Unknown,"Biotech, Healthtech, AR/VR",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
RigiTech,AI/ML,AI/ML,Unknown,AI,2022,,Seed,Seed,,Switzerland,,,,,
Agrotech,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,,Seed,Seed,,Switzerland,,,,,
Fixposition,Unknown,,Unknown,,2022,,Seed,Seed,,Switzerland,,,,,
Flyability,MOBILITY,Electric Vehicles,Unknown,,2022,15.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
CTsystems,Unknown,,Unknown,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Cultivated,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,1.5M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Planted,Unknown,,Unknown,,2022,70.0M CHF,Series B,Series B,,Switzerland,,,,,
Startups,SOFTWARE,,Unknown,"Cleantech, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Yasai,AI/ML,AI/ML,B2B,AI,2022,1.4M EUR,Funding Round,Series A,,Switzerland,,,,,
Sensawear,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CASUS,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
SightIn,HEALTHCARE,,B2B,"AI, SaaS, Healthtech",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Zippsafe,Unknown,,Unknown,AR/VR,2022,,Undisclosed,Early Stage,Unorthodox Ventures for expansion into U,Switzerland,,,,,
Startup,HEALTHCARE,Pharma,B2B,"SaaS, Biotech, Healthtech, Robotics, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
WattAnyWhere,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2022,1.3M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Corintis,Unknown,,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,,Unknown,"AI, Biotech, Cleantech, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Ava,HEALTHCARE,,Unknown,Healthtech,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
VISENSE,AI/ML,AI/ML,B2B,AI,2022,750.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Colorectal,SOFTWARE,,Unknown,,2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
BLKB,FINTECH,,Unknown,"Fintech, AR/VR",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
FimmCyte,Unknown,,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Technology,MOBILITY,,Unknown,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Akina,Unknown,,Unknown,AR/VR,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Pharma,Unknown,"Biotech, Healthtech, Cleantech, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NextImmune,MOBILITY,Electric Vehicles,Unknown,Biotech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,CLEANTECH,,B2B,"Cleantech, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Imverse,AI/ML,AI/ML,Unknown,AI,2022,4.8M USD,Undisclosed,Series B,,Switzerland,,,,,
NMRbased,SOFTWARE,SaaS,B2B,"SaaS, IoT",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Almer,MOBILITY,Electric Vehicles,Unknown,AR/VR,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Biosimo,AI/ML,AI/ML,B2B,"AI, Cleantech",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
BioVersys,HEALTHCARE,,Unknown,Healthtech,2022,24.2M CHF,Funding Round,Series C,,Switzerland,,,,,
Invasight,AI/ML,AI/ML,Unknown,AI,2022,4.5M CHF,Seed,Seed,,Switzerland,,,,,
Lumendo,Unknown,,Unknown,,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"AI, SaaS, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alithea,AI/ML,AI/ML,Unknown,"AI, Biotech",2022,1.0M CHF,Seed,Seed,,Switzerland,,,,,
EPFL,Unknown,,Unknown,AR/VR,2022,1.2M CHF,Undisclosed,Series A,,Switzerland,,,,,
Koa,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,10.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Isochronic,SOFTWARE,,B2B,"Robotics, AR/VR",2022,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Startups,FINTECH,Banking,Unknown,"AI, Biotech, Fintech, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InfraScreen,CLEANTECH,Climate Tech,Unknown,"Cleantech, AR/VR",2022,1.5M USD,Undisclosed,Series A,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,"Robotics, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Series,SOFTWARE,SaaS,B2B,"AI, SaaS",2022,7.25M CHF,Series B1,Series B,,Switzerland,,,,,
Artiria,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2022,3.8M CHF,Undisclosed,Series B,,Switzerland,,,,,
Medical,HEALTHCARE,,Unknown,Healthtech,2022,3.0M CHF,Seed,Seed,,Switzerland,,,,,
Bcomp,MOBILITY,,Unknown,,2022,32.0M CHF,Series B,Series B,,Switzerland,,,,,
Climeworks,AI/ML,AI/ML,Unknown,AI,2022,600.0M CHF,Funding Round,Growth,,Switzerland,,,,,
Neurosoft,Unknown,,Unknown,AR/VR,2022,3.0M USD,Funding Round,Series B,,Switzerland,,,,,
Nanolive,Unknown,,Unknown,,2022,20.0M USD,Series C,Series C,,Switzerland,,,,,
Altoida,SOFTWARE,SaaS,B2B,"AI, SaaS",2022,20.3M USD,Series A,Series A,,Switzerland,,,,,
Novel,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Luya,Unknown,,Unknown,Biotech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"SaaS, IoT, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Groam,AI/ML,AI/ML,Unknown,AI,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Plastogaz,Unknown,,Unknown,,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Neural,AI/ML,AI/ML,B2B,AI,2022,9.1M USD,Series A,Series A,,Switzerland,,,,,
Startups,HEALTHCARE,,B2B,"AI, SaaS, Healthtech, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
FGen,SOFTWARE,SaaS,B2B,SaaS,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Daphne,AI/ML,AI/ML,Unknown,AI,2022,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Scewo,AI/ML,AI/ML,Unknown,AI,2022,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Sleepiz,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,6.0K CHF,Series A,Series A,,Switzerland,,,,,
Industrielle,Unknown,,Unknown,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Retailer,AI/ML,AI/ML,B2C,AI,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
MindMaze,Unknown,,Unknown,,2022,105.0M USD,Funding Round,Growth,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"SaaS, Cleantech, AR/VR",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scrona,AI/ML,AI/ML,Unknown,AI,2022,9.6M USD,Undisclosed,Series B,,Switzerland,,,,,
Adaptyv,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,2.5M USD,Undisclosed,Series A,,Switzerland,,,,,
HAYA,Unknown,,Unknown,,2022,5.0M USD,Seed,Seed,Humboldt Fund,Switzerland,,,,,
Scandit,AI/ML,AI/ML,Unknown,AI,2022,150.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Scale,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
KOMPACT,MOBILITY,Electric Vehicles,Unknown,AR/VR,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Galventa,Unknown,,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Distalmotion,AI/ML,AI/ML,Unknown,"AI, Robotics",2022,90.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Sensemodi,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,Unknown,"AI, Cleantech, AR/VR",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Oncobit,Unknown,,Unknown,AR/VR,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
SoHHytec,AI/ML,AI/ML,Unknown,"AI, Cleantech",2022,,Seed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"AI, SaaS, Biotech, Cleantech, AR/VR",2022,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Lumendo,HEALTHCARE,,B2B,"AI, SaaS, Healthtech",2022,2.54M CHF,Undisclosed,Series A,,Switzerland,,,,,
INERGIO,Unknown,,Unknown,,2022,1.25M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
EraCal,HEALTHCARE,Pharma,Unknown,"Biotech, AR/VR",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Scailyte,HEALTHCARE,Biotech,Unknown,"AI, Biotech, IoT, AR/VR",2022,,Series A,Series A,,Switzerland,,,,,
Adiposs,HEALTHCARE,,B2B,"AI, Healthtech, AR/VR",2022,1.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
QualySense,AI/ML,AI/ML,Unknown,"AI, AR/VR",2022,2.5M USD,Undisclosed,Series A,,Switzerland,,,,,
Novel,SOFTWARE,SaaS,B2B,"SaaS, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Klepsydra,SOFTWARE,,Unknown,"AI, AR/VR",2021,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Xsensio,SOFTWARE,SaaS,B2B,"AI, SaaS, AR/VR",2021,4.2M CHF,Undisclosed,Series B,,Switzerland,,,,,
Kandou,AI/ML,AI/ML,Unknown,AI,2021,75.0M USD,Series D,Growth,,Switzerland,,,,,
Bottneuro,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nanoleq,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2021,11.5M CHF,Undisclosed,Series C,,Switzerland,,,,,
DeepJudge,SOFTWARE,SaaS,B2B,"AI, SaaS",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Biologics,HEALTHCARE,Pharma,Unknown,"AI, Biotech, AR/VR",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Embion,AI/ML,AI/ML,Unknown,AI,2021,4.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Largo,Unknown,,Unknown,AR/VR,2021,1.1M CHF,Seed,Seed,,Switzerland,,,,,
Hylomorph,MOBILITY,Electric Vehicles,Unknown,AR/VR,2021,5.2M CHF,Funding Round,Series B,Geneva Smart Invest,Switzerland,,,,,
