Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Publication_Date,Article_Text,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
SWISSto12s,AEROSPACE,,Unknown,SpaceTech,30.05.2023,SWISSto12's I-8 satellites from the HummingSat program are chosen by Inmarsat to support its L-band network,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,Analytics,B2B,,30.05.2023,"Startups developing data-driven for better pregnancy outcomes, sustainable and personalized beverages, CAR-T cell product with enhanced quality, and a dual-comb laser technology each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Impossible,AI/ML,Payments,B2B,,30.05.2023,"Impossible Materials wins CHF 150,000 to develop sustainable, cellulose-based materials",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Antefil,Unknown,Payments,Unknown,,23.05.2023,Antefil Composite Tech closes CHF 1.5M pre-seed round and welcomes new board member,2023,1.5M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Metaco,FINTECH,Crypto,B2B,Web3,17.05.2023,Metaco gets acquired by leading enterprise crypto company Ripple for USD 250M,2023,250.0M USD,Undisclosed,Growth,,Switzerland,,,,,
CO2,CLEANTECH,Climate Tech,B2B,Manufacturing,15.05.2023,"CHF 40,000 for microalgae photosynthesis to capture CO2, the production of whole cut cultivated meat, and a novel CO2 and flue gas capture system",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
OPTIML,SOFTWARE,WealthTech,B2B,"AI, SpaceTech, PropTech",10.05.2023,OPTIML secures CHF 1.5M pre-seed funds to launch its software platform enabling sustainable real estate investment planning,2023,1.5M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Drug Discovery,Unknown,,09.05.2023,"Startups developing meat analogs, the next-gen search engine, an adjunct treatment to insulin therapy, a virtual lawyer service, and unique climbing shoes each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Klepsydra,SOFTWARE,AI/ML,B2B,,05.05.2023,Klepsydra Technologies raises over CHF 1M in funding to accelerate growth of its innovative edge computing software,2023,1.0M CHF,Funding Round,Series A,Accel,Switzerland,,,,,
Eurostar,Unknown,,Unknown,,05.05.2023,EUR 1.2M Eurostar grant won by Consortium coordinated by INERGIO,2023,1.2M EUR,Undisclosed,Series A,,Switzerland,,,,,
Neology,CLEANTECH,Climate Tech,B2B,ClimateTech,28.04.2023,"Neology wins CHF 150,000 to develop novel solution for carbon-free energy supply",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
UniSieve,CLEANTECH,Climate Tech,B2B,ClimateTech,26.04.2023,UniSieve secures USD 5.5 million to fight carbon emissions,2023,5.5M USD,Undisclosed,Series B,,Switzerland,,,,,
Distalmotion,HEALTHCARE,MedTech,B2B,"HealthTech, Robotics",20.04.2023,Distalmotion raises USD 150M to accelerate FDA approval and clinical experience of its robotic platform Dexter,2023,150.0M USD,Undisclosed,Growth,Accel,Switzerland,,,,,
AIsupported,AI/ML,AI/ML,B2B,,19.04.2023,aiEndoscopic closes seed round to boost development of AI-supported endoscopic solutions,2023,,Seed,Seed,,Switzerland,,,,,
SynSense,Unknown,,Unknown,,18.04.2023,SynSense secures additional capital from strategic investors,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Araris,Unknown,WealthTech,Unknown,,12.04.2023,Araris snags strategic investment from Samsung Ventures,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Plantbased,AGTECH,Food Tech,B2B,"FoodTech, Venture Capital",12.04.2023,Plant-based food startup Yumame Foods closes pre-seed funding round: Interview with the founder,2023,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Chiral,AI/ML,Drug Discovery,B2B,,11.04.2023,"Chiral analytics to streamline the drug development process and a new paradigm in biological drug formulation get a CHF 40,000 Kick",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,"ClimateTech, IoT",11.04.2023,"Startups leveraging allosteric biochemistry for cancer immunotherapy, using graphene for solar cells, delivering innovative protein technologies, providing a software to assist physiotherapists, and revolutionizing heating control each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Impossible,AI/ML,Biotech,B2B,,05.04.2023,Impossible Materials raises CHF 3.4 million to develop titanium dioxide alternative,2023,3.4M CHF,Undisclosed,Series B,,Switzerland,,,,,
Agrinorm,AI/ML,AI/ML,B2B,Logistics,04.04.2023,Agrinorm raises seven-digit sum to combat volatility in fresh-produce supply chains,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
ASTRA,HEALTHCARE,Drug Discovery,Unknown,,04.04.2023,"ASTRA Therapeutics receives CHF 150,000 to develop anti-parasite drugs",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
InSphero,AI/ML,WealthTech,B2B,,03.04.2023,InSphero obtains strategic investment from ZEISS Ventures,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Vamoz,Unknown,,Unknown,FutureOfWork,30.03.2023,"Vamoz receives CHF 150,000 to facilitate remote work abroad",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
HemoSystem,Unknown,,Unknown,,24.03.2023,hemotune initiates joint feasibility project on the HemoSystem with AstraZeneca,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Lunaphore,HEALTHCARE,Medical Devices,Unknown,,24.03.2023,Lunaphore secures CHF 40 million to boost portfolio of tissue diagnostics solutions,2023,40.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
SynSense,AI/ML,AI/ML,B2B,"Manufacturing, IoT",23.03.2023,SynSense raises USD 10 million to accelerate mass production of smart vision sensor,2023,10.0M USD,Undisclosed,Series C,Accel,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,"BioTech, ClimateTech, Manufacturing, Mobility",22.03.2023,"Startups developing the seafood experience without a catch, a next generation district heating design software, a software for the analysis of spectroscopic data, alpine solar energy, and digital twins for connected mobility each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Cleantech,CLEANTECH,Circular Economy,B2B,ClimateTech,20.03.2023,Cleantech startup Librec closes funding round to boost closed-loop battery recycling,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Flyability,Unknown,,Unknown,,20.03.2023,Flyability attracts new strategic investor,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,Unknown,"AI, HRTech, Manufacturing",15.03.2023,"Startups revolutionizing orthodontics, leveraging AI for oncological diagnostics, simplifiying recruitment, making hydrogen production sustainable, and developing an immune-based cancer therapy receive CHF 10,000 each",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Therapeutics,HEALTHCARE,Drug Discovery,Unknown,,10.03.2023,"metaLead Therapeutics wins CHF 150,000 to develop next-gen antidotes against toxic metals",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Robotics,AI/ML,AI/ML,B2B,Robotics,08.03.2023,Robotics startup AICA secures CHF 1.2 million in seed round,2023,1.2M CHF,Seed,Seed,,Switzerland,,,,,
Bearmind,AI/ML,AI/ML,B2B,,07.03.2023,Bearmind raises CHF 1.3 million in seed round,2023,1.3M CHF,Seed,Seed,,Switzerland,,,,,
EverdreamSoft,AI/ML,AI/ML,B2B,,06.03.2023,EverdreamSoft spin-off Wakweli raises USD 1.1 million,2023,1.1M USD,Undisclosed,Series A,,Switzerland,,,,,
FluoSphera,Unknown,WealthTech,Unknown,,01.03.2023,FluoSphera secured a pre-seed investment of USD 1M and completed a world-class acceleration program,2023,1.0M USD,Pre-Seed,Pre-Seed,Accel,Switzerland,,,,,
Tandem,HEALTHCARE,Drug Discovery,Unknown,,24.02.2023,"Tandem Therapeutics wins CHF 150,000 to advance fight against fibrotic cancer",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Zurich,CLEANTECH,Renewable Energy,B2B,"Robotics, ClimateTech",22.02.2023,Zurich Soft Robotics gets CHF 1.5 million to develop modular solar façade system,2023,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Recolony,MOBILITY,Drug Discovery,Unknown,,21.02.2023,"Recolony wins CHF 150,000 to advance a revolutionary cancer immunotherapy",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Unisers,MOBILITY,Electric Vehicles,Unknown,"Manufacturing, Semiconductors",20.02.2023,Unisers secures USD 14 million to develop contamination detection in production of semiconductors,2023,14.0M USD,Undisclosed,Series C,,Switzerland,,,,,
AtlasVR,AI/ML,AI/ML,B2B,AR/VR,17.02.2023,"AtlasVR wins CHF 150,000 to harness VR training solutions for industry",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
EraCal,HEALTHCARE,Electric Vehicles,Unknown,,16.02.2023,EraCal and Nestlé Health Science team up to develop new treatment for obesity,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,CLEANTECH,Climate Tech,B2B,"ClimateTech, Manufacturing",13.02.2023,"Startups developing microalgae photosynthesis to capture CO2, circular economy by centralizing item sharing, tech-facilitated personal development for universities, and enabling the production of whole cut cultivated meat each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Xsensio,Unknown,WealthTech,Unknown,,01.02.2023,Xsensio secures investment and collaboration agreement with the Mayo Clinic,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Swiss,Unknown,,Unknown,,27.01.2023,Swiss startups defy crisis and create thousands of jobs,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
YASAI,AI/ML,WealthTech,B2B,AI,25.01.2023,YASAI secures investment to boost its growth,2023,,Funding Round,Early Stage,,Switzerland,,,,,
DNA,SOFTWARE,Drug Discovery,B2B,,25.01.2023,"CHF 10,000 for a microfluidic technology to perform immunoassays, a solution for DNA sequencing in anti-counterfeiting use, a new paradigm in biological drug formulation, a novel CO2 capture system, and a platform to enhance diabetes self-management",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InSphero,HEALTHCARE,Digital Health,Unknown,,23.01.2023,InSphero and Brenus Pharma are awarded EUR 1.5 million grant for cancer research project,2023,1.5M EUR,Undisclosed,Series A,,Switzerland,,,,,
Bionomous,MOBILITY,Electric Vehicles,Unknown,,23.01.2023,Bionomous secures USD 2.7 million for the deployment of its automatic screening device,2023,2.7M USD,Undisclosed,Series A,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"HealthTech, BioTech, Robotics",23.01.2023,"Startups developing chiral analytics, personalized patient-positioning medical devices, micro-franchising of water goods, the best boron nitride for next generation of electronics, and underwater drones for work in all waters each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Medyria,MOBILITY,Electric Vehicles,Unknown,,11.01.2023,Medyria secures CHF 3.7 million to bring novel diagnostic device closer to market entry,2023,3.7M CHF,Undisclosed,Series B,,Switzerland,,,,,
Calciscon,HEALTHCARE,Electric Vehicles,Unknown,,10.01.2023,"Calciscon, Amsterdam University Medical Center, and Admesy to develop T50 test benchtop analyzer with EUR 2 million of Eurostars funding",2023,2.0M EUR,Funding Round,Series A,,Switzerland,,,,,
MPC,HEALTHCARE,Drug Discovery,Unknown,,10.01.2023,MPC Therapeutics raises CHF 1.5 million in a seed round to improve CAR-T cancer therapies,2023,1.5M CHF,Seed,Seed,,Switzerland,,,,,
Avrios,Unknown,Electric Vehicles,Unknown,,05.01.2023,Avrios is acquired by Battery Ventures,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,AI/ML,AI/ML,B2B,,05.01.2023,BioVersys raises CHF 32.6 million in extended Series C round,2023,32.6M CHF,Series C,Series C,,Switzerland,,,,,
Biognosys,HEALTHCARE,Digital Health,Unknown,,04.01.2023,Biognosys and Bruker form partnership to serve global biopharma and biomarker customers,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Fixposition,Unknown,Payments,Unknown,,04.01.2023,Fixposition secures investment from Segway-Ninebot,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,AI/ML,WealthTech,B2B,"QuantumTech, PropTech",28.12.2022,"Startups developing a low-cost breathe ventilator, 300x faster qubits, a minimally invasive diagnostic for sepsis, sustainable real estate investment, sustainable food based on fungi and fermantation each win CHF 10,000",2022,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Flybotix,AEROSPACE,Drones,Unknown,Robotics,22.12.2022,Flybotix gets CHF 5.5 million to expand the navigation capabilities of its patented drone tech,2022,5.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
RD,AI/ML,AI/ML,B2B,"Design Thinking, IoT",22.12.2022,greenteg raises CHF 10 million to expand global reach and boost R&D of heat-flux sensors,2022,10.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
NexMR,MOBILITY,Drug Discovery,Unknown,,22.12.2022,"NexMR wins CHF 150,000 to develop high throughput screening technique for accelerated drug discovery",2022,150.0K CHF,Undisclosed,Seed,Accel,Switzerland,,,,,
Voltiris,AI/ML,AI/ML,B2B,ClimateTech,21.12.2022,Voltiris raises CHF 1.4 million to help greenhouses save energy and reduce carbon footprint,2022,1.4M CHF,Undisclosed,Series A,,Switzerland,,,,,
Rhovica,MOBILITY,Medical Devices,Unknown,,20.12.2022,"Rhovica Neuroimaging wins CHF 150,000 to develop catheter that reduces risk in lifesaving neurosurgical procedures",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Resistell,HEALTHCARE,Drug Discovery,Unknown,"HealthTech, IoT",19.12.2022,Resistell raises CHF 8.5 million to complete clinical trials for antibiotic susceptibility testing: interview with CEO Danuta Cichocka,2022,8.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Zaphiro,Unknown,,Unknown,,19.12.2022,Zaphiro secures CHF 6.4 million to accelerate the deployment of its smart grid solution,2022,6.4M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
SmartHelio,AI/ML,AI/ML,B2B,ClimateTech,16.12.2022,SmartHelio raises USD 5 million to extend the lifespan of solar panels,2022,5.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Bottneuro,MOBILITY,Electric Vehicles,Unknown,,15.12.2022,Bottneuro secures CHF 4 million to develop its non-invasive Alzheimer's treatment,2022,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Oxyle,Unknown,,Unknown,Venture Capital,14.12.2022,Oxyle secures USD 3 million in pre-seed funding to tackle the water pollution crisis,2022,3.0M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Daphne,AI/ML,AI/ML,B2B,,13.12.2022,Daphne Technology raises CHF 3 million to boost development of climate mitigation tech,2022,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Younergy,AI/ML,AI/ML,B2B,"Web3, ClimateTech",13.12.2022,Younergy obtains CHF 7 million for the construction of the largest decentralized solar power plant in Switzerland,2022,7.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Insolight,CLEANTECH,Renewable Energy,B2B,ClimateTech,13.12.2022,Insolight secures CHF 4.85 million to accelerate commercial rollout of its solar modules,2022,4.85M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
MinWave,MOBILITY,Electric Vehicles,Unknown,,06.12.2022,"MinWave wins CHF 150,000 to expand its ultra-compact microwave waveguide device design",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Depsys,CLEANTECH,Climate Tech,B2B,,01.12.2022,Depsys acquired by UK Energy Group,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
NXI,HEALTHCARE,Drug Discovery,Unknown,,30.11.2022,NXI Therapeutics expands management team and board ahead of next growth stage,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Celebrating,AI/ML,AI/ML,B2B,,30.11.2022,Celebrating 15 Years of Venture Kick,2022,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,"Robotics, AI, IoT",29.11.2022,"Startups developing disruptive photonics modules, state-of-the-art inspection drones, real-time data of the CO2 content, an AI art app, and optical sensors for bioprocess monitoring each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,AI/ML,B2B,"Cybersecurity, AI, Robotics, BioTech",28.11.2022,"Startups developing automated outdoor security patrolling, an app to communicate in style, AI-driven robotic manipulators for farmers, and the next generation heating of textiles each win CHF 10.000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
School,SOFTWARE,AI/ML,B2B,AI,28.11.2022,"School Rebound wins CHF 150,000 to advance its AI-powered handwriting analysis and training application",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Years,AI/ML,AI/ML,B2B,,18.11.2022,"15 Years of ""Kicking"" Startups to Success",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
ASPIVIX,Unknown,,Unknown,Venture Capital,17.11.2022,ASPIVIX closes Series A+ funding round with USD 5 million and wins EUREKA-EUROSTARS grant,2022,5.0M USD,Series A+,Series A,,Switzerland,,,,,
Beekeeper,AI/ML,AI/ML,B2B,,09.11.2022,Beekeeper raises USD 50 million to expand its Frontline Success System,2022,50.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Akina,HEALTHCARE,Electric Vehicles,Unknown,,01.11.2022,Akina receives CHF 1.6 million in pre-seed capital to develop its medical software,2022,1.6M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Positrigo,AI/ML,Payments,B2B,,28.10.2022,Positrigo raises CHF 5.5 million to proceed with commercialization,2022,5.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Simon,AI/ML,AI/ML,B2B,ClimateTech,27.10.2022,"Simon & Josef wins CHF 150,000 to boost sustainability in the hospitality sector",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Sleepiz,Unknown,Digital Health,Unknown,HealthTech,27.10.2022,"Sleepiz secures EUR 800,000 in funding and joins the largest U.S. telemedicine organization",2022,800.0K EUR,Funding Round,Series A,,Switzerland,,,,,
Startups,AI/ML,Drug Discovery,B2B,"Logistics, BioTech, AI",26.10.2022,"Startups developing a novel drug delivery system, the next generation of AI assistants on mobile devices, mangrove planting as a service, AI tractor operator, and PET using the novel alpha-synuclein imaging tracer each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TYXIT,Unknown,,Unknown,,25.10.2022,TYXIT closes seed round with CHF 2 million to bring its proprietary ultra-low latency communication technology to market,2022,2.0M CHF,Seed,Seed,,Switzerland,,,,,
WattAnyWhere,MOBILITY,Electric Vehicles,Unknown,Mobility,25.10.2022,"WattAnyWhere wins CHF 150,000 to develop clean and fast mobile EV charging stations",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Swiss,Unknown,,Unknown,Venture Capital,21.10.2022,Swiss Ocean Tech closes pre-series A financing round of CHF 1.5 million,2022,1.5M CHF,Series A,Series A,,Switzerland,,,,,
Ocumeda,Unknown,Digital Health,Unknown,HealthTech,21.10.2022,"Ocumeda wins CHF 150,000 to build a telemedicine network providing easy access to eye care",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
AMC,SOFTWARE,SaaS,B2B,,19.10.2022,vestr secures CHF 10 million in financing to further stimulate development of their AMC platform,2022,10.0M CHF,Funding Round,Series C,,Switzerland,,,,,
ERP,AI/ML,Enterprise Software,B2B,,18.10.2022,aspaara raises CHF 2 million to develop next-gen human-centric ERP,2022,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
OVOMIND,AI/ML,WealthTech,B2B,,14.10.2022,OVOMIND successfully completes second fundraising round raising total investments to USD 1.6 million,2022,1.6M USD,Funding Round,Series A,,Switzerland,,,,,
Splint,FINTECH,Biotech,B2B,,13.10.2022,"Splint Invest wins CHF 150,000 to increase financial inclusion by making alternative investments accessible to everyone",2022,150.0K CHF,Funding Round,Seed,,Switzerland,,,,,
Going,CLEANTECH,Climate Tech,B2B,,11.10.2022,Going the distance: greenTEG's CORE powers world record,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Aukera,HEALTHCARE,Drug Discovery,Unknown,,11.10.2022,"Aukera Therapeutics wins CHF 150,000 to unleash the therapeutic potential of mTOR inhibition",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Correntics,AI/ML,Analytics,B2B,Logistics,07.10.2022,"Correntics wins CHF 150,000 to provide climate-risk analytics for global supply chains",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Vatorex,AI/ML,Biotech,B2B,,06.10.2022,Vatorex raises CHF 1.1 million in funds to expand its beekeeping technology into commercial and international markets,2022,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Exnaton,CLEANTECH,Climate Tech,B2B,"Semiconductors, ClimateTech",05.10.2022,Exnaton secures millions in funding from Silicon Valley and Switzerland to drive the expansion of renewable energies,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Volumina,HEALTHCARE,Electric Vehicles,Unknown,Venture Capital,04.10.2022,Volumina Medical closes its Series A funding to further develop its lead product Adipearl,2022,,Series A,Series A,,Switzerland,,,,,
Araris,HEALTHCARE,Biotech,Unknown,"BioTech, IoT",04.10.2022,Araris Biotech closes USD 24 million financing round,2022,24.0M USD,Funding Round,Series C,,Switzerland,,,,,
Cultivated,AI/ML,Biotech,B2B,FoodTech,30.09.2022,"Cultivated Biosciences wins CHF 150,000 to improve plant-based dairy alternatives",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Alums,AI/ML,AI/ML,B2B,,28.09.2022,52 Venture Kick Alums among the TOP 100 Swiss Startups in 2022,2022,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Drug,SOFTWARE,Drug Discovery,B2B,AI,28.09.2022,"CHF 40,000 for a technology to speed up drug discovery, an anti-parasite Drug Discovery Platform, and an AI-based software for building maintenance",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Edtech,AI/ML,Biotech,B2B,EdTech,28.09.2022,Edtech startup Taskbase raised CHF 1.3 million to to strengthen the team and international partnerships,2022,1.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Solaxer,CLEANTECH,Renewable Energy,B2B,ClimateTech,28.09.2022,"Solaxer wins CHF 150,000 to facilitate efficient solar heat harvesting",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,Analytics,B2B,Robotics,27.09.2022,"Startups turning waste into value, developing an innovative drilling robot, a sustainable cellulose white pigment, providing innovative biomaterial, offering crowdsourced data labeling using the mobile ad market each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, Robotics",26.09.2022,"Startups developing AI in epilepsy and sleep, a swarm robotic solution for ship cleaning, a novel rehabilitation system, and smart, solid-state, power amplifiers each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scailyte,AI/ML,WealthTech,B2B,Venture Capital,22.09.2022,Scailyte closes Series A funding with a CHF 6 million investment to develop strategic partnerships in immuno-oncology,2022,6.0M CHF,Series A,Series A,,Switzerland,,,,,
Composite,Unknown,Payments,Unknown,,21.09.2022,"Composite Recycling wins CHF 150,000 to efficiently recycle glass fibers",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nanolive,Unknown,,Unknown,,21.09.2022,Nanolive gets additional USD 2.2 million and closes its series C round at USD 22.2 million,2022,2.2M USD,Series C,Series C,,Switzerland,,,,,
Avelo,HEALTHCARE,MedTech,B2B,HealthTech,20.09.2022,"Avelo closed a CHF 2.2 million round to drive product development, clinical validation studies and business development activities for better respiratory disease diagnoses",2022,2.2M CHF,Funding Round,Series A,,Switzerland,,,,,
Versantis,HEALTHCARE,Drug Discovery,Unknown,HealthTech,19.09.2022,"Versantis to be acquired by GENFIT, combining forces to continue the development of its revolutionary therapeutics for patients with liver diseases",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
RigiTech,AI/ML,AI/ML,B2B,"Robotics, Logistics",15.09.2022,RigiTech closes an undisclosed seed round to accelerate their drone delivery network deployments and obtained first drone flight authorizations in Europe,2022,,Seed,Seed,Accel,Switzerland,,,,,
Agrotech,AI/ML,AI/ML,B2B,Venture Capital,13.09.2022,Agro-tech startup Aero 41 raises seed funding from Boundary Holding to realise expansion plans,2022,,Seed,Seed,,Switzerland,,,,,
Fixposition,Unknown,Payments,Unknown,,12.09.2022,Fixposition providing global high-precision positioning solutions gets seed extension round with new investors,2022,,Seed,Seed,,Switzerland,,,,,
Flyability,MOBILITY,Electric Vehicles,Unknown,Robotics,08.09.2022,Flyability secures CHF 15 million to develop new sensing and autonomy capabilities for the Elios 3 drone,2022,15.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
CTsystems,Unknown,Payments,Unknown,,06.09.2022,CTsystems gets acquired by Datwyler to strengthen its position for the innovative future technology of electroactive polymers,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Cultivated,AI/ML,AI/ML,B2B,,06.09.2022,Cultivated Biosciences raises USD 1.5 million Pre-Seed to start product development of its innovative animal-free food,2022,1.5M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Planted,Unknown,,Unknown,Venture Capital,01.09.2022,Planted closes CHF 70 million Series B financing round,2022,70.0M CHF,Series B,Series B,,Switzerland,,,,,
Startups,SOFTWARE,Climate Tech,B2B,"Ecommerce, ClimateTech",30.08.2022,"Startups developing a 3D fitting algorithm for online shoppers, metal foams for cooling and filtration applications, mechanical watches made of tomorrow, aerosol-based analysis of Carbon Black, and a digitalized nurse call each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Yasai,AI/ML,AI/ML,B2B,"AI, Logistics",30.08.2022,Yasai reaches EUR 1.4 million in crowdfunding campaign to create resilient food supply chains,2022,1.4M EUR,Funding Round,Series A,,Switzerland,,,,,
Sensawear,HEALTHCARE,HealthTech,Unknown,WearableTech,30.08.2022,"Sensawear wins CHF 150,000 to develop a wearable tissue health monitor",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CASUS,AI/ML,AI/ML,B2B,LegalTech,29.08.2022,The legaltech startup CASUS successfully raises a pre-seed round to optimize the creation of contracts at scale,2022,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
SightIn,HEALTHCARE,SaaS,B2B,SaaS,26.08.2022,"SightIn Health wins CHF 150,000 to develop an AI-SaaS to democratize the use and interpretation of ultrasound",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Zippsafe,Unknown,,Unknown,,22.08.2022,Zippsafe partners with Unorthodox Ventures for expansion into U.S. market,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Startup,HEALTHCARE,Drug Discovery,B2B,"FusionEnergy, ClimateTech, Mobility",11.08.2022,"Startup developing a safe laser powder bed fusion machine, a plastic action and circular economy platform, drug therapies for bone health, a personal metabolic health analysis platform, and an autonomous vineyard vehicle each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
WattAnyWhere,CLEANTECH,Electric Vehicles,B2B,"Venture Capital, BioTech, ClimateTech, Mobility",03.08.2022,WattAnyWhere closes a CHF 1.3 million pre-seed funding round to develop a 300kW mobile generator that converts renewable ethanol into clean electricity for EV fast charging,2022,1.3M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Corintis,Unknown,,Unknown,BioTech,29.07.2022,"Corintis wins CHF 150,000 to disrupt cooling technology and enable the next generation of computing",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
