Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Publication_Date,Article_Text,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Pace,AI/ML,AI/ML,B2B,,26.02.2024,"Pace Locator obtains the CHF 150,000 Kick to improve the safety of cardiovascular disease treatment",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,Manufacturing,23.02.2024,"Startups developing the google maps of the cell, sustainable treatment of industrial chemical waste, efficient airflow for industries, reusable radiosondes, acoustic product from textile waste each receive CHF 10,000",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NovoViz,AI/ML,AI/ML,B2B,QuantumTech,20.02.2024,"NovoViz receives CHF 150,000 Kick to enable cost-effective innovation in quantum imaging and machine vision research",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Logmind,SOFTWARE,SaaS,B2B,SaaS,15.02.2024,Logmind secures seed financing to advance cloud-based log data analysis platform,2024,,Seed,Seed,,Switzerland,,,,,
InterAx,HEALTHCARE,Drug Discovery,B2B,"BioTech, IoT, AI",14.02.2024,"InterAx Biotech's AI platform unlocks new drug designs for diabetes, obesity, and cancer",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"IoT, Robotics, AI",12.02.2024,"Startups developing a disruptive blood diagnostic solution, sensory skins for robots, video consumption with AI, a battery management technology, and advanced recycling solutions each win CHF 10,000",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
MeduSoil,Unknown,Biotech,Unknown,,08.02.2024,MeduSoil secures 5.2 million CHF in total financing to propel international expansion,2024,5.2M CHF,Funding Round,Series B,,Switzerland,,,,,
Venturelabs,Unknown,,Unknown,,07.02.2024,Venturelab's alumni iniVation and SynSense join forces to form leading neuromorphic technology provider,2024,,Undisclosed,Early Stage,Venturelab,Switzerland,,,,,
AeroSpec,HEALTHCARE,AI/ML,Unknown,,30.01.2024,"AeroSpec gets the CHF 150,000 Kick to improve air quality contributing to better global health",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Invested,AI/ML,AI/ML,B2B,,29.01.2024,CHF 8 Billion Invested in Venture Kick Startups,2024,8.0B CHF,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
CO2,HEALTHCARE,Medical Devices,Unknown,"Robotics, AI",26.01.2024,"CHF 40,000 for CO2 capture at the source, a software for robotic material handling, and advanced AI diagnostics",2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,ClimateTech,25.01.2024,"Startups developing lung cancer screening; pharma Ingredients made from renewable feedstock, smart cameras for automated quality control, next-gen Immunotherapy, and an innovative hardware project collaboration platform each get CHF 10,000",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
FluoSpheras,MOBILITY,Drug Discovery,Unknown,,25.01.2024,FluoSphera's revolutionary drug discovery project secures CHF 1.1 million grant from Innosuisse,2024,1.1M CHF,Undisclosed,Series A,Innosuisse,Switzerland,,,,,
EraCal,FINTECH,Drug Discovery,B2B,FinTech,23.01.2024,EraCal Therapeutics enters agreement with Novo Nordisk including milestones payment up to EUR 235 million,2024,235.0M EUR,Undisclosed,Growth,,Switzerland,,,,,
Startups,SOFTWARE,Biotech,B2B,"BioTech, AR/VR, Manufacturing",23.01.2024,"Startups developing an AI-assisted CRISPR protein engineering platform, nextgen gastroenterology, airbone environmental DNA analysis, a digital doctor for wind turbines, and a modern AR tool for industrial safety each get CHF 10,000",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Fondation,AI/ML,AI/ML,B2B,,23.01.2024,Fondation ALCEA supports Venture Kick to create startup jobs,2024,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Odne,HEALTHCARE,WealthTech,Unknown,SpaceTech,23.01.2024,Odne secures investment from Dental Innovation Alliance (DIA) to accelerate US launch of FDA-approved dental health solutions,2024,,Funding Round,Early Stage,Accel,Switzerland,,,,,
Tune,MOBILITY,Electric Vehicles,Unknown,Cybersecurity,17.01.2024,Tune Insight secures EUR 1.8 million Eurostars grant for revolutionary pediatric cybersecurity project,2024,1.8M EUR,Undisclosed,Series A,,Switzerland,,,,,
Sevensense,MOBILITY,Electric Vehicles,Unknown,,11.01.2024,Sevensense gets acquired by ABB,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Enerdrape,Unknown,,Unknown,Venture Capital,11.01.2024,Enerdrape secures CHF 1.3 Million in Seed funding to advance geothermal panel technology,2024,1.3M CHF,Seed,Seed,,Switzerland,,,,,
Kickfund,AI/ML,Electric Vehicles,B2B,DeepTech,10.01.2024,Kickfund Ventures fund I injects CHF 70 Million to elevate Swiss deeptech startups,2024,70.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
Scailyte,HEALTHCARE,Biotech,Unknown,"Venture Capital, BioTech, IoT",08.01.2024,Scailyte hits twin peaks: Extends Series A funding to USD 8 Million and transfers endometriosis diagnostic assets to Hera Biotech,2024,8.0M USD,Series A,Series A,,Switzerland,,,,,
Scewo,AI/ML,AI/ML,B2B,Venture Capital,28.12.2023,Scewo accelerates vision with CHF 9.2 Million Series A extension funding for stair-climbing wheelchair innovation,2023,9.2M CHF,Series A,Series A,Accel,Switzerland,,,,,
Procavea,HEALTHCARE,Drug Discovery,B2B,"BioTech, IoT, Logistics",27.12.2023,"Procavea Biotech gets the CHF 150,000 Kick to boost its novel delivery platform for RNA therapeutics",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,,21.12.2023,"Startups developing smart eyewear for vision-impaired people, diagnostic assistant for neonatal sepsis, real-time crop growth monitoring, AI-assisted geroprotectors discovery, and digital innovation for the waste industry",2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Swiss,HEALTHCARE,Medical Devices,Unknown,"BioTech, IoT",18.12.2023,Swiss diagnostics company Proteomedix has officially joined forces with Blue Water Biotech to create Onconetix,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Planeto,AI/ML,AI/ML,B2B,ClimateTech,15.12.2023,"Planeto wins CHF 150,000 to develop a simulation assistant aimed at decarbonizing heating and cooling buildings",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,HealthTech,14.12.2023,Avelo secures CHF 1.5 Million boost from Innosuisse to revolutionize lower respiratory tract infection diagnosis,2023,1.5M CHF,Undisclosed,Series A,Innosuisse,Switzerland,,,,,
CompPair,AI/ML,Payments,B2B,,14.12.2023,CompPair Technologies secures funding to advance global growth in composites industry,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Aesyra,Unknown,,Unknown,,13.12.2023,Aesyra secures USD 3 Million in funding to advance AesyBite™ products for sleep bruxism and sleep apnea,2023,3.0M USD,Funding Round,Series B,,Switzerland,,,,,
REMA,CLEANTECH,Manufacturing,B2B,Manufacturing,11.12.2023,"REMA wins CHF 150,000 to make green hydrogen production affordable and efficient",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Koa,AI/ML,AI/ML,B2B,"Venture Capital, Go-to-Market",07.12.2023,Koa raises USD 15 Million in Series B funding to revolutionize cacao industry with upcycled fruit juice,2023,15.0M USD,Series B,Series B,,Switzerland,,,,,
Scailyte,AI/ML,AI/ML,B2B,Venture Capital,05.12.2023,"Scailyte bolsters Series A funding to USD 8 Million, accelerating the innovation in the immuno-oncology landscape",2023,8.0M USD,Series A,Series A,Accel,Switzerland,,,,,
QualySense,AI/ML,AI/ML,B2B,,04.12.2023,QualySense steps into the spotlight: Ferrum's strategic integration marks a stride towards sustainable excellence in the food industry,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Impossible,MOBILITY,Payments,Unknown,,01.12.2023,Impossible Materials secures CHF 2 Million grant to revolutionize industries with cellulose white pigments,2023,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
RefFIT,MOBILITY,Electric Vehicles,Unknown,,29.11.2023,"RefFIT wins CHF 150,000 to develop a no-code model-based analysis solution reducing the need for extensive calibrations in material analysis",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"Robotics, AI, SpaceTech, Mobility",25.11.2023,"Startups developing CO2 capture at the source, a software for robotic material handling, leveraging advanced AI diagnostics, revolutionizing space mobility, turning building data into actions, treating autism spectrum disorders each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Secures,AI/ML,AI/ML,B2B,"AI, Mobility",21.11.2023,biped.ai Secures CHF 1.2 Million to transform mobility for the visually impaired,2023,1.2M CHF,Undisclosed,Series A,,Switzerland,,,,,
Transcality,Unknown,,Unknown,,20.11.2023,"Transcality wins CHF 150,000 to build a digital traffic replica with futuristic simulation modelling",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Pregnolia,MOBILITY,WealthTech,Unknown,,16.11.2023,Pregnolia Secures CHF 2.2 Million investment to expand premature birth diagnostic device and enter US market,2023,2.2M CHF,Funding Round,Series A,,Switzerland,,,,,
Chiral,Unknown,Manufacturing,Unknown,Manufacturing,06.11.2023,"Chiral Nano wins CHF 150,000 to accelerate nanoelectronics production",2023,150.0K CHF,Undisclosed,Seed,Accel,Switzerland,,,,,
Palto,HEALTHCARE,Drug Discovery,Unknown,,30.10.2023,"Palto Therapeutics wins CHF 150,000 to revolutionize RNA-based therapeutics for targeted cancer therapy",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,CLEANTECH,Electric Vehicles,B2B,BioTech,26.10.2023,"Startups developing membrane-protecting therapies for degenerative diseases, a 3D-designed custom-made bra, energy storage solutions, and a novel molecular diagnostic assay each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,HealthTech,26.10.2023,"Startups developing next-gen sequencing, novel piston-based thermal engines, innovative cancer diagnosis, and accounting solution for self-employed each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,,26.10.2023,"Avelo, VIVOLTA, and BLINK secure EUR 1.5 million Eurostars grant for revolutionary breath-based diagnostic system",2023,1.5M EUR,Undisclosed,Series A,,Switzerland,,,,,
Akina,AI/ML,AI/ML,B2B,,24.10.2023,Akina secures CHF 1 million in direct funding from Innosuisse,2023,1.0M CHF,Funding Round,Series A,Innosuisse,Switzerland,,,,,
Ascento,ROBOTICS,Autonomous,B2B,"Mobility, Cybersecurity",23.10.2023,"Ascento wins CHF 150,000 to accelerate innovation in autonomous outdoor security patrolling",2023,150.0K CHF,Undisclosed,Seed,Accel,Switzerland,,,,,
Cutaneous,SOFTWARE,Drug Discovery,B2B,SpaceTech,19.10.2023,"CHF 40,000 for thermotherapy devices for Cutaneous Leishmaniasis, optimal platforms to democratize access to space, and a nurse staffing platform",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Investment,HEALTHCARE,Drug Discovery,Unknown,"IoT, BioTech",17.10.2023,Investment surge fuels MimiX Biotherapeutics' advancements in human tissue regeneration,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Collaborative,AI/ML,AI/ML,B2B,,16.10.2023,Collaborative success: Terapet's partnership with Yonsei University and Oncosoft Inc. secures multi-million funding from Innosuisse and KIAT,2023,,Funding Round,Early Stage,Innosuisse,Switzerland,,,,,
Economic,AI/ML,AI/ML,B2B,,11.10.2023,Economic miracle from 1000 kicks,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Access,Unknown,,Unknown,,06.10.2023,"3db Access, leading the way in ultra-wideband technology, joins forces with Infineon Technologies",2023,,Undisclosed,Early Stage,,Switzerland,,,,,
MIRO,Unknown,Medical Devices,Unknown,,05.10.2023,MIRO Analytical joins forces with Bruker: A new era in analytical instrumentation,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Bota,ROBOTICS,Industrial Robotics,B2B,"Venture Capital, Robotics, IoT",03.10.2023,Bota Systems secures USD 2.5 Million in seed funding to enhance robotic sensory capabilities,2023,2.5M USD,Seed,Seed,,Switzerland,,,,,
HeroSupport,HEALTHCARE,Medical Devices,Unknown,HealthTech,02.10.2023,"HeroSupport wins CHF 150,000 to improve cancer treatment universal access with tailored patient-positioning medical devices and standardized workflows",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nagi,MOBILITY,Biotech,Unknown,Venture Capital,28.09.2023,Nagi Bioscience secures CHF 12.4 Million investment in Series A round to revolutionize animal testing alternatives,2023,12.4M CHF,Series A,Series A,,Switzerland,,,,,
Transforming,AI/ML,Analytics,B2B,,28.09.2023,Transforming the data landscape: Tune Insight raises USD 3.4 Million to pioneer the secure insight economy,2023,3.4M USD,Undisclosed,Series B,,Switzerland,,,,,
AIbased,AI/ML,AI/ML,B2B,"AI, Mobility, Robotics",27.09.2023,"CHF 40,000 for an AI-based nutritional tracking, a single-photon processing for computational imaging, and an autonomous mobile robots for construction",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TOP,AI/ML,Payments,B2B,,27.09.2023,"An unprecedented 64 alumni from Venture Kick clinched positions in the TOP 100 Swiss Startup Awards 2023 ranking, setting a new record",2023,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Startups,HEALTHCARE,RegTech,Unknown,"AI, HealthTech, Logistics",25.09.2023,"Startups assessing tumour therapies with AI modelling, streamlining legislative analysis for public affairs, providing disruptive radio frequency testing, enhancing patient care with digital solutions, and simplifying presentation delivery each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Tethys,ROBOTICS,Industrial Robotics,B2B,Robotics,25.09.2023,"Tethys Robotics wins CHF 150,000 to enable automated inspection in rough waters",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Haelixa,Unknown,,Unknown,,15.09.2023,Haelixa receives a new capital injection from Zurich Silk Association,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Swiss,AI/ML,AI/ML,B2B,"SpaceTech, Mobility, Cybersecurity, Robotics",15.09.2023,Swiss startup Ascento raises USD 4.3 Million to launch autonomous security patrolling robot,2023,4.3M USD,Undisclosed,Series B,,Switzerland,,,,,
Kandou,AI/ML,AI/ML,B2B,,15.09.2023,Kandou successfully raises USD 72 Million in first close of series E round,2023,72.0M USD,Series E,Growth,,Switzerland,,,,,
Swiss,HEALTHCARE,MedTech,Unknown,"EdTech, Venture Capital",12.09.2023,Swiss Medtech startup Hylomorph raises CHF 4.5 million in Series B2 financing round,2023,4.5M CHF,Series B2,Series B,,Switzerland,,,,,
Borobotics,MOBILITY,Electric Vehicles,Unknown,Robotics,11.09.2023,"Borobotics receives CHF 150,000 to develop an innovative drilling robot that enables more buildings to become geothermally heated",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Aerosol,AI/ML,AI/ML,B2B,,28.08.2023,"CHF 40,000 for an automated Aerosol InfraRed (AIR) Monitor, a novel heartbeat visualization, and an earth-timber floor slab",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Analytics,Unknown,"BioTech, HealthTech",28.08.2023,"Startups developing tailored sleep interventions for Alzheimer disease, aquafarming using mycellium technology, regeneration through protein engineering, a vital patient data stream, and revolutionizing open source each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
CART,INDUSTRIALS,Drug Discovery,B2B,"Manufacturing, Go-to-Market",23.08.2023,"CHF 40,000 for adjunct treatment to insulin therapy, CAR-T cell therapy production-enhancing efficacy and efficiency, and industrial ultra-rapid laser testing",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"SpaceTech, AI, ComputerVision",23.08.2023,"Startups developing thermotherapy devices for Cutaneous Leishmaniasis, low-cost solutions to democratize access to space, AI medical image analysis, a brain monitoring solution, and a nurse staffing platform each win CHF 10,000",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ZuriMED,MOBILITY,Medical Devices,Unknown,Venture Capital,10.08.2023,ZuriMED closes CHF 14.5 million series A financing round to revolutionize surgery with Surgical-Fiberlock technology,2023,14.5M CHF,Series A,Series A,,Switzerland,,,,,
SAEKI,AI/ML,Electric Vehicles,B2B,"AI, Robotics, Manufacturing",10.08.2023,SAEKI emerges from stealth with USD 2.3 million funding for revolutionary robots-as-a-service in manufacturing,2023,2.3M USD,Funding Round,Series A,,Switzerland,,,,,
Inverto,AI/ML,AI/ML,B2B,,31.07.2023,"Venture Kick invests CHF 150,000 in Inverto to make wetland restoration profitable",2023,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
PeriVision,MOBILITY,Electric Vehicles,Unknown,,27.07.2023,"PeriVision achieves successful closing of first seed round tranche, revolutionizing eye testing and care",2023,,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,Unknown,"AI, ClimateTech, Manufacturing, Logistics",27.07.2023,"Startups developing AI-based nutritional tracking, decarbonized amonia production, a technology to uncover underground corrosion, restoration of soil health, and painless delivery of injectable drugs each win CHF 10,000",2023,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Gaia,AI/ML,AI/ML,B2B,Manufacturing,18.07.2023,Gaia Tech closes pre-seed round to start pilot production and enter the cosmetic ingredients market,2023,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Rapidata,SOFTWARE,Analytics,B2B,,17.07.2023,"Rapidata raises CHF 1.5 million in funding round led by BlueYard, pioneering the creation of a human brain in the cloud",2023,1.5M CHF,Funding Round,Series A,BlueYard,Switzerland,,,,,
CompagOs,Unknown,,Unknown,,29.06.2023,"CompagOs wins CHF 150,000 to advance personalized medicine for bone cancer",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
DuraMon,Unknown,,Unknown,Venture Capital,28.06.2023,DuraMon secures CHF 1 million in seed funding to drive market entry and expansion,2023,1.0M CHF,Seed,Seed,,Switzerland,,,,,
Isospec,HEALTHCARE,Biotech,Unknown,"BioTech, IoT",28.06.2023,"Isospec Analytics wins CHF 150,000 to empower biotechnologies through molecular intelligence",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Almer,MOBILITY,Electric Vehicles,Unknown,AR/VR,28.06.2023,Almer Technologies secures CHF 4.5 million seed II funding round to drive AR technology development and market expansion,2023,4.5M CHF,Seed,Seed,,Switzerland,,,,,
